date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2021-09-14,legacy,options,silver,nonrept,2142,1178,,964,-72,32.5,0.12,,,16722
2021-09-21,legacy,options,silver,noncomm,-1563,992,12989,-2555,-1359,10.7,-1.2,,,19875
2021-09-21,legacy,options,silver,comm,6028,4593,,1435,1203,89.4,1.13,,,19875
2021-09-21,legacy,options,silver,nonrept,2420,1301,,1119,155,38.8,0.55,,,19875
2021-09-28,legacy,options,silver,noncomm,-969,474,9677,-1443,1112,21.1,-0.77,,,15478
2021-09-28,legacy,options,silver,comm,4986,4214,,772,-663,85.4,0.87,,,15478
2021-09-28,legacy,options,silver,nonrept,1784,1113,,671,-448,18.3,-0.65,,,15478
2021-10-05,legacy,options,silver,noncomm,-1210,433,11194,-1643,-200,18.1,-0.84,,,17624
2021-10-05,legacy,options,silver,comm,5587,4739,,848,76,86.1,0.89,,,17624
2021-10-05,legacy,options,silver,nonrept,2054,1258,,796,125,25.4,-0.3,,,17624
2021-10-12,legacy,options,silver,noncomm,-1399,398,11574,-1797,-154,16.8,-0.9,,,18025
2021-10-12,legacy,options,silver,comm,5855,4820,,1035,187,87.3,0.96,,,18025
2021-10-12,legacy,options,silver,nonrept,1995,1233,,762,-34,23.1,-0.38,,,18025
2021-10-19,legacy,options,silver,noncomm,202,396,12639,-194,1603,44.6,-0.29,,,20839
2021-10-19,legacy,options,silver,comm,5679,6352,,-673,-1708,69.0,0.3,,,20839
2021-10-19,legacy,options,silver,nonrept,2319,1451,,868,106,28.8,-0.07,,,20839
2021-10-26,legacy,options,silver,noncomm,390,112,10164,278,472,54.5,-0.11,,,17759
2021-10-26,legacy,options,silver,comm,4777,6221,,-1444,-771,58.4,0.01,,,17759
2021-10-26,legacy,options,silver,nonrept,2427,1262,,1165,297,41.0,0.78,,,17759
2021-11-02,legacy,options,silver,noncomm,-237,-162,10858,-75,-353,47.3,-0.25,,,17881
2021-11-02,legacy,options,silver,comm,5064,6091,,-1027,417,64.1,0.17,,,17881
2021-11-02,legacy,options,silver,nonrept,2196,1094,,1102,-63,38.6,0.62,,,17881
2021-11-09,legacy,options,silver,noncomm,409,-188,12745,597,672,60.5,0.01,,,20839
2021-11-09,legacy,options,silver,comm,5216,6975,,-1759,-732,53.8,-0.12,,,20839
2021-11-09,legacy,options,silver,nonrept,2469,1307,,1162,60,40.9,0.82,,,20839
2021-11-16,legacy,options,silver,noncomm,612,-499,15359,1111,514,67.7,0.2,,,24753
2021-11-16,legacy,options,silver,comm,6054,8387,,-2333,-574,45.0,-0.33,,,24753
2021-11-16,legacy,options,silver,nonrept,2728,1505,,1223,61,42.7,1.02,,,24753
2021-11-23,legacy,options,silver,noncomm,747,-171,8615,918,-193,65.8,0.12,,,14477
2021-11-23,legacy,options,silver,comm,3164,5076,,-1912,421,51.4,-0.17,,,14477
2021-11-23,legacy,options,silver,nonrept,1950,957,,993,-230,34.1,0.36,,,14477
2021-11-30,legacy,options,silver,noncomm,159,-48,8852,207,-711,52.9,-0.16,,,14589
2021-11-30,legacy,options,silver,comm,3528,4683,,-1155,757,62.5,0.13,,,14589
2021-11-30,legacy,options,silver,nonrept,2050,1102,,948,-45,31.6,0.21,,,14589
2021-12-07,legacy,options,silver,noncomm,-203,-168,9390,-35,-242,48.0,-0.25,,,14964
2021-12-07,legacy,options,silver,comm,3830,4771,,-941,214,65.5,0.22,,,14964
2021-12-07,legacy,options,silver,nonrept,1947,971,,976,28,33.3,0.29,,,14964
2021-12-14,legacy,options,silver,noncomm,-197,16,9593,-213,-178,44.1,-0.32,,,15049
2021-12-14,legacy,options,silver,comm,3827,4366,,-539,402,70.9,0.38,,,15049
2021-12-14,legacy,options,silver,nonrept,1827,1075,,752,-224,22.5,-0.39,,,15049
2021-12-21,legacy,options,silver,noncomm,-180,-265,10256,85,298,50.3,-0.21,,,16059
2021-12-21,legacy,options,silver,comm,4060,5044,,-984,-445,64.8,0.21,,,16059
2021-12-21,legacy,options,silver,nonrept,1923,1024,,899,147,30.0,0.06,,,16059
2021-12-28,legacy,options,silver,noncomm,-213,-256,7847,43,-42,49.5,-0.23,,,12524
2021-12-28,legacy,options,silver,comm,3341,4162,,-821,163,66.8,0.27,,,12524
2021-12-28,legacy,options,silver,nonrept,1548,771,,777,-122,24.1,-0.33,,,12524
2022-01-04,legacy,options,silver,noncomm,-361,-223,8782,-138,-181,46.0,-0.29,,,13673
2022-01-04,legacy,options,silver,comm,3612,4193,,-581,240,70.6,0.36,,,13673
2022-01-04,legacy,options,silver,nonrept,1640,921,,719,-58,20.6,-0.53,,,13673
2022-01-11,legacy,options,silver,noncomm,-537,131,9365,-668,-530,34.9,-0.49,,,14588
2022-01-11,legacy,options,silver,comm,4095,4154,,-59,522,76.2,0.56,,,14588
2022-01-11,legacy,options,silver,nonrept,1665,938,,727,8,21.1,-0.53,,,14588
2022-01-18,legacy,options,silver,noncomm,220,351,9602,-131,537,46.0,-0.28,,,15737
2022-01-18,legacy,options,silver,comm,4062,4634,,-572,-513,70.6,0.36,,,15737
2022-01-18,legacy,options,silver,nonrept,1853,1149,,704,-23,20.0,-0.62,,,15737
2022-01-25,legacy,options,silver,noncomm,436,304,12044,132,263,51.7,-0.18,,,19455
2022-01-25,legacy,options,silver,comm,4923,5992,,-1069,-497,63.2,0.16,,,19455
2022-01-25,legacy,options,silver,nonrept,2052,1116,,936,232,31.4,0.13,,,19455
2022-02-01,legacy,options,silver,noncomm,-446,92,9877,-538,-670,38.1,-0.43,,,15747
2022-02-01,legacy,options,silver,comm,4591,4740,,-149,920,75.4,0.52,,,15747
2022-02-01,legacy,options,silver,nonrept,1725,1037,,688,-248,19.3,-0.69,,,15747
2022-02-08,legacy,options,silver,noncomm,-31,84,10232,-115,423,46.4,-0.27,,,16621
2022-02-08,legacy,options,silver,comm,4549,5299,,-750,-601,67.5,0.28,,,16621
2022-02-08,legacy,options,silver,nonrept,1871,1005,,866,178,28.8,-0.11,,,16621
2022-02-15,legacy,options,silver,noncomm,291,229,10482,62,177,50.1,-0.2,,,17500
2022-02-15,legacy,options,silver,comm,4753,5657,,-904,-154,65.4,0.22,,,17500
2022-02-15,legacy,options,silver,nonrept,1975,1132,,843,-23,28.0,-0.19,,,17500
2022-02-22,legacy,options,silver,noncomm,1315,-174,11752,1489,1427,72.9,0.34,,,20211
2022-02-22,legacy,options,silver,comm,4752,7013,,-2261,-1357,46.0,-0.3,,,20211
2022-02-22,legacy,options,silver,nonrept,2393,1621,,772,-71,23.8,-0.43,,,20211
2022-03-01,legacy,options,silver,noncomm,1308,-470,11846,1778,289,74.8,0.45,,,20222
2022-03-01,legacy,options,silver,comm,4706,7160,,-2454,-193,42.7,-0.36,,,20222
2022-03-01,legacy,options,silver,nonrept,2363,1686,,677,-95,18.3,-0.74,,,20222
2022-03-08,legacy,options,silver,noncomm,2044,307,16241,1737,-41,74.7,0.43,,,28307
2022-03-08,legacy,options,silver,comm,6793,9566,,-2773,-319,38.7,-0.48,,,28307
2022-03-08,legacy,options,silver,nonrept,3229,2193,,1036,359,36.9,0.45,,,28307
2022-03-15,legacy,options,silver,noncomm,1189,116,14599,1073,-664,67.4,0.17,,,23915
2022-03-15,legacy,options,silver,comm,5615,7522,,-1907,866,51.1,-0.14,,,23915
2022-03-15,legacy,options,silver,nonrept,2512,1678,,834,-202,27.9,-0.22,,,23915
2022-03-22,legacy,options,silver,noncomm,792,-259,14150,1051,-22,67.2,0.15,,,22526
2022-03-22,legacy,options,silver,comm,5244,7223,,-1979,-72,50.6,-0.17,,,22526
2022-03-22,legacy,options,silver,nonrept,2340,1412,,928,94,31.4,0.09,,,22526
2022-03-29,legacy,options,silver,noncomm,483,454,10367,29,-1022,49.1,-0.24,,,18081
2022-03-29,legacy,options,silver,comm,4944,5696,,-752,1227,67.6,0.31,,,18081
2022-03-29,legacy,options,silver,nonrept,2288,1565,,723,-205,21.0,-0.59,,,18081
2022-04-05,legacy,options,silver,noncomm,439,387,9956,52,23,49.7,-0.24,,,17307
2022-04-05,legacy,options,silver,comm,4663,5471,,-808,-56,66.8,0.29,,,17307
2022-04-05,legacy,options,silver,nonrept,2249,1493,,756,33,23.1,-0.48,,,17307
2022-04-12,legacy,options,silver,noncomm,1042,680,11698,362,310,55.8,-0.12,,,20725
2022-04-12,legacy,options,silver,comm,5184,6610,,-1426,-618,58.2,0.06,,,20725
2022-04-12,legacy,options,silver,nonrept,2801,1738,,1063,307,38.4,0.53,,,20725
2022-04-19,legacy,options,silver,noncomm,733,562,11057,171,-191,52.5,-0.21,,,19098
2022-04-19,legacy,options,silver,comm,4851,5999,,-1148,278,62.2,0.18,,,19098
2022-04-19,legacy,options,silver,nonrept,2457,1480,,977,-86,34.1,0.25,,,19098
2022-04-26,legacy,options,silver,noncomm,-590,354,9149,-944,-1115,29.4,-0.65,,,14897
2022-04-26,legacy,options,silver,comm,4634,4351,,283,1431,81.0,0.75,,,14897
2022-04-26,legacy,options,silver,nonrept,1704,1043,,661,-316,17.5,-0.81,,,14897
2022-05-03,legacy,options,silver,noncomm,-1159,705,11641,-1864,-920,15.9,-1.01,,,18329
2022-05-03,legacy,options,silver,comm,5647,4736,,911,628,86.6,1.0,,,18329
2022-05-03,legacy,options,silver,nonrept,2199,1246,,953,292,32.6,0.15,,,18329
2022-05-10,legacy,options,silver,noncomm,-2334,1094,15881,-3428,-1564,6.1,-1.62,,,23381
2022-05-10,legacy,options,silver,comm,7510,5063,,2447,1536,95.0,1.6,,,23381
2022-05-10,legacy,options,silver,nonrept,2323,1343,,980,27,34.4,0.24,,,23381
2022-05-17,legacy,options,silver,noncomm,-1616,1013,16000,-2629,799,9.7,-1.33,,,23970
2022-05-17,legacy,options,silver,comm,7163,5467,,1696,-751,91.1,1.33,,,23970
2022-05-17,legacy,options,silver,nonrept,2422,1489,,933,-47,31.7,0.08,,,23970
2022-05-24,legacy,options,silver,noncomm,-1653,932,16037,-2585,44,10.3,-1.32,,,24143
2022-05-24,legacy,options,silver,comm,7449,5733,,1716,20,91.3,1.35,,,24143
2022-05-24,legacy,options,silver,nonrept,2310,1441,,869,-64,29.2,-0.14,,,24143
2022-05-31,legacy,options,silver,noncomm,-145,585,11543,-730,1855,33.2,-0.58,,,18886
2022-05-31,legacy,options,silver,comm,5471,5442,,29,-1687,77.6,0.67,,,18886
2022-05-31,legacy,options,silver,nonrept,2017,1316,,701,-168,19.9,-0.7,,,18886
2022-06-07,legacy,options,silver,noncomm,230,604,12656,-374,356,41.0,-0.45,,,20620
2022-06-07,legacy,options,silver,comm,5902,6165,,-263,-292,74.3,0.56,,,20620
2022-06-07,legacy,options,silver,nonrept,1833,1196,,637,-64,16.6,-0.92,,,20620
2022-06-14,legacy,options,silver,noncomm,-784,597,14772,-1381,-1007,21.6,-0.85,,,22461
2022-06-14,legacy,options,silver,comm,6516,5747,,769,1032,85.3,0.98,,,22461
2022-06-14,legacy,options,silver,nonrept,1957,1344,,613,-24,15.7,-1.0,,,22461
2022-06-21,legacy,options,silver,noncomm,-454,177,14423,-631,750,35.4,-0.55,,,22013
2022-06-21,legacy,options,silver,comm,6105,6094,,11,-758,77.1,0.67,,,22013
2022-06-21,legacy,options,silver,nonrept,1939,1318,,621,8,16.0,-0.99,,,22013
2022-06-28,legacy,options,silver,noncomm,-498,536,9987,-1034,-403,28.0,-0.72,,,14772
2022-06-28,legacy,options,silver,comm,3647,3087,,560,549,83.0,0.9,,,14772
2022-06-28,legacy,options,silver,nonrept,1636,1161,,475,-146,10.1,-1.46,,,14772
2022-07-05,legacy,options,silver,noncomm,-1330,527,12312,-1857,-823,16.0,-1.05,,,17678
2022-07-05,legacy,options,silver,comm,4833,3461,,1372,812,89.0,1.23,,,17678
2022-07-05,legacy,options,silver,nonrept,1864,1378,,486,11,10.5,-1.41,,,17678
2022-07-12,legacy,options,silver,noncomm,-1532,427,13372,-1959,-102,15.1,-1.08,,,18885
2022-07-12,legacy,options,silver,comm,5231,3735,,1496,124,89.6,1.26,,,18885
2022-07-12,legacy,options,silver,nonrept,1815,1352,,463,-23,9.7,-1.49,,,18885
2022-07-19,legacy,options,silver,noncomm,-1710,327,14323,-2037,-78,14.2,-1.1,,,19953
2022-07-19,legacy,options,silver,comm,5445,3891,,1554,58,90.1,1.27,,,19953
2022-07-19,legacy,options,silver,nonrept,1896,1412,,484,21,10.5,-1.45,,,19953
2022-07-26,legacy,options,silver,noncomm,-893,387,10068,-1280,757,23.2,-0.78,,,15086
2022-07-26,legacy,options,silver,comm,4199,3556,,643,-911,83.6,0.89,,,15086
2022-07-26,legacy,options,silver,nonrept,1713,1075,,638,154,17.0,-0.92,,,15086
2022-08-02,legacy,options,silver,noncomm,-225,229,12537,-454,826,39.8,-0.44,,,18431
2022-08-02,legacy,options,silver,comm,4007,4352,,-345,-988,72.4,0.48,,,18431
2022-08-02,legacy,options,silver,nonrept,2112,1313,,799,161,26.4,-0.37,,,18431
2022-08-09,legacy,options,silver,noncomm,-486,-257,13816,-229,225,43.8,-0.34,,,19577
2022-08-09,legacy,options,silver,comm,4009,4697,,-688,-343,68.1,0.33,,,19577
2022-08-09,legacy,options,silver,nonrept,2238,1321,,917,118,31.7,0.03,,,19577
2022-08-16,legacy,options,silver,noncomm,-337,-140,13438,-197,32,44.4,-0.31,,,19384
2022-08-16,legacy,options,silver,comm,4112,4568,,-456,232,71.4,0.42,,,19384
2022-08-16,legacy,options,silver,nonrept,2171,1517,,654,-263,17.7,-0.86,,,19384
2022-08-23,legacy,options,silver,noncomm,-1154,-384,13799,-770,-573,32.7,-0.54,,,19404
2022-08-23,legacy,options,silver,comm,4806,4807,,-1,455,76.6,0.6,,,19404
2022-08-23,legacy,options,silver,nonrept,1953,1183,,770,116,24.2,-0.48,,,19404
2022-08-30,legacy,options,silver,noncomm,-373,258,9397,-631,139,35.6,-0.48,,,14448
2022-08-30,legacy,options,silver,comm,3813,3976,,-163,-162,74.7,0.53,,,14448
2022-08-30,legacy,options,silver,nonrept,1611,817,,794,24,26.0,-0.43,,,14448
2022-09-06,legacy,options,silver,noncomm,-530,-503,12011,-27,604,48.5,-0.19,,,17280
2022-09-06,legacy,options,silver,comm,3992,4737,,-745,-582,67.1,0.25,,,17280
2022-09-06,legacy,options,silver,nonrept,1808,1035,,773,-21,24.6,-0.51,,,17280
2022-09-13,legacy,options,silver,noncomm,552,-306,14638,858,885,65.4,0.24,,,21608
2022-09-13,legacy,options,silver,comm,4610,6110,,-1500,-755,56.2,-0.11,,,21608
2022-09-13,legacy,options,silver,nonrept,1807,1165,,642,-131,17.1,-0.97,,,21608
2022-09-20,legacy,options,silver,noncomm,78,-243,15744,321,-537,55.9,0.02,,,23079
2022-09-20,legacy,options,silver,comm,5157,6321,,-1164,336,61.0,0.02,,,23079
2022-09-20,legacy,options,silver,nonrept,2100,1257,,843,201,28.9,-0.26,,,23079
2022-09-27,legacy,options,silver,noncomm,-423,503,11910,-926,-1247,30.0,-0.61,,,17871
2022-09-27,legacy,options,silver,comm,4875,4518,,357,1521,81.2,0.76,,,17871
2022-09-27,legacy,options,silver,nonrept,1508,939,,569,-274,14.3,-1.22,,,17871
2022-10-04,legacy,options,silver,noncomm,614,-296,17629,910,1836,66.4,0.34,,,26948
2022-10-04,legacy,options,silver,comm,6448,7836,,-1388,-1745,57.8,-0.11,,,26948
2022-10-04,legacy,options,silver,nonrept,2257,1779,,478,-91,10.3,-1.52,,,26948
2022-10-11,legacy,options,silver,noncomm,194,546,16910,-352,-1262,41.8,-0.3,,,25348
2022-10-11,legacy,options,silver,comm,6068,6575,,-507,881,70.5,0.32,,,25348
2022-10-11,legacy,options,silver,nonrept,2177,1317,,860,382,29.5,-0.17,,,25348
2022-10-18,legacy,options,silver,noncomm,-815,393,17240,-1208,-856,24.6,-0.73,,,24943
2022-10-18,legacy,options,silver,comm,6521,6114,,407,914,81.9,0.77,,,24943
2022-10-18,legacy,options,silver,nonrept,1997,1195,,802,-58,26.9,-0.37,,,24943
2022-10-25,legacy,options,silver,noncomm,-501,-170,19420,-331,877,42.0,-0.27,,,27677
2022-10-25,legacy,options,silver,comm,6510,7068,,-558,-965,70.0,0.27,,,27677
2022-10-25,legacy,options,silver,nonrept,2249,1359,,890,88,31.1,-0.07,,,27677
2022-11-01,legacy,options,silver,noncomm,70,178,16121,-108,223,46.8,-0.14,,,23936
2022-11-01,legacy,options,silver,comm,5675,6453,,-778,-220,66.0,0.15,,,23936
2022-11-01,legacy,options,silver,nonrept,2069,1184,,885,-5,30.8,-0.09,,,23936
2022-11-08,legacy,options,silver,noncomm,1240,-51,23229,1291,1399,70.8,0.6,,,35811
2022-11-08,legacy,options,silver,comm,8221,10409,,-2188,-1410,46.1,-0.58,,,35811
2022-11-08,legacy,options,silver,nonrept,3121,2223,,898,13,31.5,-0.04,,,35811
2022-11-15,legacy,options,silver,noncomm,275,-923,23898,1198,-93,69.5,0.56,,,34551
2022-11-15,legacy,options,silver,comm,7933,9738,,-1805,383,51.9,-0.39,,,34551
2022-11-15,legacy,options,silver,nonrept,2445,1837,,608,-290,15.7,-1.05,,,34551
2022-11-22,legacy,options,silver,noncomm,-31,-113,12719,82,-1116,50.9,-0.03,,,18246
2022-11-22,legacy,options,silver,comm,3850,4503,,-653,1152,68.8,0.2,,,18246
2022-11-22,legacy,options,silver,nonrept,1708,1138,,570,-38,14.4,-1.18,,,18246
2022-11-29,legacy,options,silver,noncomm,81,-129,13843,210,128,53.9,0.04,,,20067
2022-11-29,legacy,options,silver,comm,4234,5042,,-808,-155,65.7,0.12,,,20067
2022-11-29,legacy,options,silver,nonrept,1910,1312,,598,28,15.3,-1.08,,,20067
2022-12-06,legacy,options,silver,noncomm,734,-183,17253,917,707,66.5,0.41,,,24701
2022-12-06,legacy,options,silver,comm,4472,6066,,-1594,-786,54.6,-0.28,,,24701
2022-12-06,legacy,options,silver,nonrept,2242,1564,,678,80,19.1,-0.79,,,24701
2022-12-13,legacy,options,silver,noncomm,2561,-621,21666,3182,2265,85.9,1.59,,,32194
2022-12-13,legacy,options,silver,comm,5677,9142,,-3465,-1871,27.5,-1.24,,,32194
2022-12-13,legacy,options,silver,nonrept,2289,2007,,282,-396,5.1,-2.15,,,32194
2022-12-20,legacy,options,silver,noncomm,1928,-1038,23487,2966,-216,84.5,1.48,,,34037
2022-12-20,legacy,options,silver,comm,6228,9476,,-3248,217,30.4,-1.13,,,34037
2022-12-20,legacy,options,silver,nonrept,2395,2112,,283,1,5.2,-2.1,,,34037
2022-12-27,legacy,options,silver,noncomm,1929,-8,16246,1937,-1029,76.7,0.94,,,24585
2022-12-27,legacy,options,silver,comm,4455,6792,,-2337,911,43.4,-0.66,,,24585
2022-12-27,legacy,options,silver,nonrept,1955,1556,,399,116,8.4,-1.68,,,24585
2023-01-03,legacy,options,silver,noncomm,1932,118,16751,1814,-123,75.6,0.87,,,25159
2023-01-03,legacy,options,silver,comm,4489,6649,,-2160,177,46.4,-0.58,,,25159
2023-01-03,legacy,options,silver,nonrept,1987,1642,,345,-54,6.6,-1.83,,,25159
2023-01-10,legacy,options,silver,noncomm,1607,-12,16653,1619,-195,74.5,0.77,,,25299
2023-01-10,legacy,options,silver,comm,4912,6873,,-1961,199,49.6,-0.47,,,25299
2023-01-10,legacy,options,silver,nonrept,2127,1785,,342,-3,6.5,-1.82,,,25299
2023-01-17,legacy,options,silver,noncomm,2338,-44,19010,2382,763,79.9,1.17,,,29293
2023-01-17,legacy,options,silver,comm,5937,8536,,-2599,-638,39.4,-0.8,,,29293
2023-01-17,legacy,options,silver,nonrept,2008,1791,,217,-125,3.5,-2.19,,,29293
2023-01-24,legacy,options,silver,noncomm,1609,-226,18731,1835,-547,75.7,0.87,,,28368
2023-01-24,legacy,options,silver,comm,5900,8398,,-2498,101,41.0,-0.74,,,28368
2023-01-24,legacy,options,silver,nonrept,2129,1466,,663,446,18.7,-0.72,,,28368
2023-01-31,legacy,options,silver,noncomm,1555,-868,16802,2423,588,80.0,1.17,,,26056
2023-01-31,legacy,options,silver,comm,5440,8503,,-3063,-565,32.9,-1.03,,,26056
2023-01-31,legacy,options,silver,nonrept,2260,1619,,641,-22,17.6,-0.79,,,26056
2023-02-07,legacy,options,silver,noncomm,-456,-25,17956,-431,-2854,39.9,-0.33,,,26268
2023-02-07,legacy,options,silver,comm,6775,6975,,-200,2863,74.5,0.45,,,26268
2023-02-07,legacy,options,silver,nonrept,1993,1363,,630,-11,17.1,-0.82,,,26268
2023-02-14,legacy,options,silver,noncomm,-202,-34,17267,-168,263,45.1,-0.18,,,25744
2023-02-14,legacy,options,silver,comm,6354,7175,,-821,-621,65.7,0.12,,,25744
2023-02-14,legacy,options,silver,nonrept,2325,1336,,989,359,36.6,0.36,,,25744
2023-02-21,legacy,options,silver,noncomm,-31,-329,17900,298,466,55.3,0.06,,,26706
2023-02-21,legacy,options,silver,comm,6679,7771,,-1092,-271,61.8,-0.02,,,26706
2023-02-21,legacy,options,silver,nonrept,2157,1364,,793,-196,26.6,-0.28,,,26706
2023-02-28,legacy,options,silver,noncomm,-681,553,12316,-1234,-1532,23.7,-0.75,,,18662
2023-02-28,legacy,options,silver,comm,5107,4660,,447,1539,82.6,0.79,,,18662
2023-02-28,legacy,options,silver,nonrept,1920,1134,,786,-7,26.2,-0.3,,,18662
2023-03-07,legacy,options,silver,noncomm,-1475,975,14726,-2450,-1216,10.6,-1.39,,,21683
2023-03-07,legacy,options,silver,comm,6056,4806,,1250,803,88.6,1.21,,,21683
2023-03-07,legacy,options,silver,nonrept,2377,1175,,1202,416,44.8,1.04,,,21683
2023-03-14,legacy,options,silver,noncomm,1515,648,16837,867,3317,65.4,0.35,,,26518
2023-03-14,legacy,options,silver,comm,5678,7335,,-1657,-2907,54.1,-0.3,,,26518
2023-03-14,legacy,options,silver,nonrept,2487,1697,,790,-412,26.4,-0.31,,,26518
2023-03-21,legacy,options,silver,noncomm,833,-322,19246,1155,288,68.8,0.5,,,28373
2023-03-21,legacy,options,silver,comm,5953,7827,,-1874,-217,50.6,-0.4,,,28373
2023-03-21,legacy,options,silver,nonrept,2340,1623,,717,-73,21.7,-0.55,,,28373
2023-03-28,legacy,options,silver,noncomm,946,-430,16146,1376,221,71.6,0.62,,,24730
2023-03-28,legacy,options,silver,comm,5583,7392,,-1809,65,51.9,-0.36,,,24730
2023-03-28,legacy,options,silver,nonrept,2054,1621,,433,-284,8.9,-1.46,,,24730
2023-04-04,legacy,options,silver,noncomm,2480,-99,23278,2579,1203,81.7,1.29,,,36511
2023-04-04,legacy,options,silver,comm,8059,11059,,-3000,-1191,33.7,-1.02,,,36511
2023-04-04,legacy,options,silver,nonrept,2694,2273,,421,-12,8.9,-1.48,,,36511
2023-04-11,legacy,options,silver,noncomm,2228,516,23544,1712,-867,74.9,0.78,,,36855
2023-04-11,legacy,options,silver,comm,8244,10572,,-2328,672,43.5,-0.63,,,36855
2023-04-11,legacy,options,silver,nonrept,2840,2223,,617,196,16.6,-0.83,,,36855
2023-04-18,legacy,options,silver,noncomm,2127,-275,26769,2402,690,80.0,1.17,,,39882
2023-04-18,legacy,options,silver,comm,8574,11194,,-2620,-292,39.0,-0.78,,,39882
2023-04-18,legacy,options,silver,nonrept,2412,2195,,217,-400,3.5,-2.09,,,39882
2023-04-25,legacy,options,silver,noncomm,1708,422,17875,1286,-1116,70.4,0.51,,,27484
2023-04-25,legacy,options,silver,comm,6094,7607,,-1513,1107,56.2,-0.14,,,27484
2023-04-25,legacy,options,silver,nonrept,1808,1580,,228,11,4.0,-2.02,,,27484
2023-05-02,legacy,options,silver,noncomm,2506,371,20547,2135,849,77.9,0.99,,,31410
2023-05-02,legacy,options,silver,comm,6221,8496,,-2275,-762,44.7,-0.57,,,31410
2023-05-02,legacy,options,silver,nonrept,2136,1997,,139,-89,2.2,-2.25,,,31410
2023-05-09,legacy,options,silver,noncomm,3164,1144,21636,2020,-115,77.1,0.91,,,33924
2023-05-09,legacy,options,silver,comm,7070,9185,,-2115,160,47.1,-0.47,,,33924
2023-05-09,legacy,options,silver,nonrept,2054,1959,,95,-44,1.6,-2.34,,,33924
2023-05-16,legacy,options,silver,noncomm,-402,823,22498,-1225,-3245,23.9,-0.96,,,32468
2023-05-16,legacy,options,silver,comm,7874,7555,,319,2434,81.1,0.93,,,32468
2023-05-16,legacy,options,silver,nonrept,2498,1591,,907,812,33.0,0.15,,,32468
2023-05-23,legacy,options,silver,noncomm,-451,1139,22847,-1590,-365,18.3,-1.16,,,33204
2023-05-23,legacy,options,silver,comm,8205,7703,,502,183,83.0,1.03,,,33204
2023-05-23,legacy,options,silver,nonrept,2603,1516,,1087,180,41.3,0.7,,,33204
2023-05-30,legacy,options,silver,noncomm,-1322,1095,17829,-2417,-827,10.6,-1.62,,,26500
2023-05-30,legacy,options,silver,comm,7902,6184,,1718,1216,91.6,1.7,,,26500
2023-05-30,legacy,options,silver,nonrept,2090,1392,,698,-389,21.3,-0.48,,,26500
2023-06-06,legacy,options,silver,noncomm,-1640,882,19239,-2522,-105,10.3,-1.66,,,27808
2023-06-06,legacy,options,silver,comm,8108,6123,,1985,267,92.9,1.82,,,27808
2023-06-06,legacy,options,silver,nonrept,2102,1564,,538,-160,13.3,-0.96,,,27808
2023-06-13,legacy,options,silver,noncomm,-2347,922,19968,-3269,-747,6.6,-2.04,,,28586
2023-06-13,legacy,options,silver,comm,8883,6113,,2770,785,96.2,2.22,,,28586
2023-06-13,legacy,options,silver,nonrept,2082,1583,,499,-39,11.8,-1.07,,,28586
2023-06-20,legacy,options,silver,noncomm,-3035,994,19873,-4029,-760,4.2,-2.41,,,28019
2023-06-20,legacy,options,silver,comm,9024,5540,,3484,714,97.7,2.55,,,28019
2023-06-20,legacy,options,silver,nonrept,2157,1611,,546,47,13.8,-0.92,,,28019
2023-06-27,legacy,options,silver,noncomm,-1706,870,13749,-2576,1453,10.3,-1.59,,,20109
2023-06-27,legacy,options,silver,comm,6447,4315,,2132,-1352,93.5,1.79,,,20109
2023-06-27,legacy,options,silver,nonrept,1619,1176,,443,-103,9.6,-1.23,,,20109
2023-07-03,legacy,options,silver,noncomm,-1614,1045,13977,-2659,-83,9.1,-1.62,,,20298
2023-07-03,legacy,options,silver,comm,6266,4211,,2055,-77,92.9,1.72,,,20298
2023-07-03,legacy,options,silver,nonrept,1668,1064,,604,161,16.5,-0.73,,,20298
2023-07-11,legacy,options,silver,noncomm,-1765,732,15984,-2497,162,10.7,-1.51,,,22733
2023-07-11,legacy,options,silver,comm,6797,4828,,1969,-86,92.5,1.66,,,22733
2023-07-11,legacy,options,silver,nonrept,1717,1188,,529,-75,13.2,-0.97,,,22733
2023-07-18,legacy,options,silver,noncomm,661,678,20887,-17,2480,48.5,-0.18,,,31582
2023-07-18,legacy,options,silver,comm,8065,7928,,137,-1832,78.5,0.69,,,31582
2023-07-18,legacy,options,silver,nonrept,1969,2088,,-119,-648,0.6,-2.91,,,31582
2023-07-25,legacy,options,silver,noncomm,-24,76,21154,-100,-83,46.8,-0.21,,,30766
2023-07-25,legacy,options,silver,comm,7775,7730,,45,-92,77.3,0.63,,,30766
2023-07-25,legacy,options,silver,nonrept,1861,1805,,56,175,1.5,-2.33,,,30766
2023-08-01,legacy,options,silver,noncomm,-131,422,16133,-553,-453,37.4,-0.45,,,24255
2023-08-01,legacy,options,silver,comm,6396,6385,,11,-34,76.7,0.6,,,24255
2023-08-01,legacy,options,silver,nonrept,1857,1315,,542,486,13.9,-0.9,,,24255
2023-08-08,legacy,options,silver,noncomm,-2606,269,18225,-2875,-2322,8.4,-1.74,,,24921
2023-08-08,legacy,options,silver,comm,6987,5045,,1942,1931,92.4,1.64,,,24921
