date,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2023-09-26,futonly,ust5y,dealer,113890,813983,11842,-700093,-64316,0.1,-1.93,19,32,5579726
2023-09-26,futonly,ust5y,asset_mgr,2690428,1007508,726685,1682920,76640,96.6,1.84,147,42,5579726
2023-09-26,futonly,ust5y,lev_money,926288,2498722,61936,-1572434,6960,0.5,-2.18,55,66,5579726
2023-09-26,futonly,ust5y,other_rept,643513,115083,884,528430,-14710,99.8,2.81,30,9,5579726
2023-09-26,futonly,ust5y,nonrept,404260,343083,,61177,-4574,98.8,1.5,,,5579726
2023-10-03,futonly,ust5y,dealer,83885,755158,11965,-671273,28820,0.2,-1.76,19,33,5630744
2023-10-03,futonly,ust5y,asset_mgr,2732381,1015544,751055,1716837,33917,97.0,1.89,147,42,5630744
2023-10-03,futonly,ust5y,lev_money,945660,2582245,53199,-1636585,-64151,0.2,-2.31,48,72,5630744
2023-10-03,futonly,ust5y,other_rept,648620,123827,903,524793,-3637,99.7,2.71,31,11,5630744
2023-10-03,futonly,ust5y,nonrept,403076,336848,,66228,5051,99.3,1.54,,,5630744
2023-10-10,futonly,ust5y,dealer,118428,771122,12111,-652694,18579,0.5,-1.64,18,32,5746430
2023-10-10,futonly,ust5y,asset_mgr,2750568,1005232,747570,1745336,28499,97.2,1.93,153,38,5746430
2023-10-10,futonly,ust5y,lev_money,1041769,2702791,67126,-1661022,-24437,0.1,-2.32,53,69,5746430
2023-10-10,futonly,ust5y,other_rept,611325,114397,903,496928,-27865,99.4,2.44,29,9,5746430
2023-10-10,futonly,ust5y,nonrept,396630,325178,,71452,5224,99.5,1.59,,,5746430
2023-10-17,futonly,ust5y,dealer,103780,711919,13980,-608139,44555,1.8,-1.4,18,29,5702366
2023-10-17,futonly,ust5y,asset_mgr,2767216,960983,778346,1806233,60897,97.5,2.06,153,40,5702366
2023-10-17,futonly,ust5y,lev_money,970314,2723469,60970,-1753155,-92133,0.1,-2.5,54,71,5702366
2023-10-17,futonly,ust5y,other_rept,609234,120642,960,488592,-8336,99.2,2.32,27,10,5702366
2023-10-17,futonly,ust5y,nonrept,397566,331097,,66469,-4983,99.2,1.53,,,5702366
2023-10-24,futonly,ust5y,dealer,109304,739227,15577,-629923,-21784,1.3,-1.48,19,33,5571039
2023-10-24,futonly,ust5y,asset_mgr,2696218,865269,791511,1830949,24716,97.9,2.08,153,36,5571039
2023-10-24,futonly,ust5y,lev_money,908770,2645208,67813,-1736438,16717,0.2,-2.39,57,66,5571039
2023-10-24,futonly,ust5y,other_rept,585773,112463,1009,473310,-15282,99.0,2.17,27,10,5571039
2023-10-24,futonly,ust5y,nonrept,395064,332962,,62102,-4367,98.6,1.49,,,5571039
2023-10-31,futonly,ust5y,dealer,163677,775835,11250,-612158,17765,1.8,-1.37,24,31,5746137
2023-10-31,futonly,ust5y,asset_mgr,2858130,860463,765052,1997667,166718,98.6,2.45,154,35,5746137
2023-10-31,futonly,ust5y,lev_money,892291,2821959,68979,-1929668,-193230,0.1,-2.79,53,71,5746137
2023-10-31,futonly,ust5y,other_rept,582644,119133,1012,463511,-9799,98.6,2.06,25,11,5746137
2023-10-31,futonly,ust5y,nonrept,403102,322454,,80648,18546,99.6,1.66,,,5746137
2023-11-07,futonly,ust5y,dealer,171479,722355,20386,-550876,61282,4.5,-1.06,19,31,6019834
2023-11-07,futonly,ust5y,asset_mgr,3050371,953386,717443,2096985,99318,99.2,2.63,153,32,6019834
2023-11-07,futonly,ust5y,lev_money,951858,3030487,131066,-2078629,-148961,0.1,-3.05,51,67,6019834
2023-11-07,futonly,ust5y,other_rept,562518,118960,1141,443558,-19953,98.3,1.88,24,14,6019834
2023-11-07,futonly,ust5y,nonrept,413572,324610,,88962,8314,99.8,1.72,,,6019834
2023-11-14,futonly,ust5y,dealer,158054,746462,30507,-588408,-37532,2.8,-1.23,18,36,6084468
2023-11-14,futonly,ust5y,asset_mgr,2976725,995203,714800,1981522,-115463,98.4,2.28,151,34,6084468
2023-11-14,futonly,ust5y,lev_money,1030524,2984050,175370,-1953526,125103,0.2,-2.67,53,70,6084468
2023-11-14,futonly,ust5y,other_rept,559873,124418,1827,435455,-8103,98.2,1.8,24,12,6084468
2023-11-14,futonly,ust5y,nonrept,436788,311831,,124957,35995,99.9,2.04,,,6084468
2023-11-21,futonly,ust5y,dealer,154431,647834,33888,-493403,95005,6.9,-0.76,22,31,6172960
2023-11-21,futonly,ust5y,asset_mgr,2913146,1017508,759737,1895638,-85884,97.9,2.03,150,34,6172960
2023-11-21,futonly,ust5y,lev_money,1033170,3067252,196127,-2034082,-80556,0.2,-2.77,54,69,6172960
2023-11-21,futonly,ust5y,other_rept,593070,112580,51170,480490,45035,99.1,2.06,28,12,6172960
2023-11-21,futonly,ust5y,nonrept,438221,286864,,151357,26400,99.9,2.25,,,6172960
2023-11-28,futonly,ust5y,dealer,163254,716184,20731,-552930,-59527,4.6,-1.03,17,34,6081130
2023-11-28,futonly,ust5y,asset_mgr,2897118,991791,760372,1905327,9689,98.1,2.01,150,35,6081130
2023-11-28,futonly,ust5y,lev_money,1018362,2972432,205067,-1954070,80012,0.3,-2.51,56,64,6081130
2023-11-28,futonly,ust5y,other_rept,568797,114743,1304,454054,-26436,98.3,1.85,27,11,6081130
2023-11-28,futonly,ust5y,nonrept,446125,298506,,147619,-3738,99.8,2.18,,,6081130
2023-12-05,futonly,ust5y,dealer,140872,616164,11915,-475292,77638,7.9,-0.65,18,29,5775249
2023-12-05,futonly,ust5y,asset_mgr,2946585,1007042,701100,1939543,34216,98.1,2.05,152,32,5775249
2023-12-05,futonly,ust5y,lev_money,894309,2915604,83541,-2021295,-67225,0.3,-2.59,46,64,5775249
2023-12-05,futonly,ust5y,other_rept,557829,137633,334,420196,-33858,97.4,1.6,24,13,5775249
2023-12-05,futonly,ust5y,nonrept,438764,301916,,136848,-10771,99.7,2.05,,,5775249
2023-12-12,futonly,ust5y,dealer,118143,634592,19718,-516449,-41157,5.7,-0.84,16,30,5737034
2023-12-12,futonly,ust5y,asset_mgr,2930211,1026959,671637,1903252,-36291,97.9,1.92,150,30,5737034
2023-12-12,futonly,ust5y,lev_money,886212,2889757,74286,-2003545,17750,0.4,-2.48,47,71,5737034
2023-12-12,futonly,ust5y,other_rept,608734,125241,477,483493,63297,99.1,1.98,26,14,5737034
2023-12-12,futonly,ust5y,nonrept,427616,294367,,133249,-3599,99.6,1.99,,,5737034
2023-12-19,futonly,ust5y,dealer,92699,675498,23225,-582799,-66350,3.1,-1.15,15,32,5721077
2023-12-19,futonly,ust5y,asset_mgr,2974543,991004,683944,1983539,80287,98.4,2.07,148,32,5721077
2023-12-19,futonly,ust5y,lev_money,879578,2854532,90927,-1974954,28591,0.5,-2.36,49,67,5721077
2023-12-19,futonly,ust5y,other_rept,550524,123363,221,427161,-56332,97.4,1.59,26,10,5721077
2023-12-19,futonly,ust5y,nonrept,425416,278363,,147053,13804,99.7,2.08,,,5721077
2023-12-26,futonly,ust5y,dealer,108008,699964,17361,-591956,-9157,2.8,-1.17,13,31,5742599
2023-12-26,futonly,ust5y,asset_mgr,2993364,1022627,672945,1970737,-12802,98.0,2.0,151,30,5742599
2023-12-26,futonly,ust5y,lev_money,866909,2837236,92501,-1970327,4627,0.6,-2.3,47,64,5742599
2023-12-26,futonly,ust5y,other_rept,548707,132274,191,416433,-10728,97.1,1.5,24,8,5742599
2023-12-26,futonly,ust5y,nonrept,442613,267500,,175113,28060,99.9,2.28,,,5742599
2024-01-02,futonly,ust5y,dealer,111508,696083,18576,-584575,7381,3.2,-1.12,17,28,5797316
2024-01-02,futonly,ust5y,asset_mgr,3020163,1040674,678102,1979489,8752,98.2,1.98,149,32,5797316
2024-01-02,futonly,ust5y,lev_money,844074,2825109,125458,-1981035,-10708,0.5,-2.27,49,62,5797316
2024-01-02,futonly,ust5y,other_rept,569295,125942,203,443353,26920,97.9,1.65,26,9,5797316
2024-01-02,futonly,ust5y,nonrept,429937,287169,,142768,-32345,99.5,1.97,,,5797316
2024-01-09,futonly,ust5y,dealer,99090,744192,24403,-645102,-60527,0.8,-1.4,14,32,5798901
2024-01-09,futonly,ust5y,asset_mgr,2988941,1058845,678596,1930096,-49393,97.7,1.83,152,31,5798901
2024-01-09,futonly,ust5y,lev_money,912489,2787345,91382,-1874856,106179,1.1,-2.01,52,61,5798901
2024-01-09,futonly,ust5y,other_rept,565638,137361,152,428277,-15076,97.3,1.53,23,9,5798901
2024-01-09,futonly,ust5y,nonrept,438210,276625,,161585,18817,99.8,2.1,,,5798901
2024-01-16,futonly,ust5y,dealer,103345,774673,20624,-671328,-26226,0.2,-1.5,19,32,5913271
2024-01-16,futonly,ust5y,asset_mgr,3084106,1116865,664534,1967241,37145,97.8,1.88,153,31,5913271
2024-01-16,futonly,ust5y,lev_money,940081,2826387,91054,-1886306,-11450,1.1,-1.99,54,62,5913271
2024-01-16,futonly,ust5y,other_rept,576674,137235,285,439439,11162,97.8,1.58,27,9,5913271
2024-01-16,futonly,ust5y,nonrept,432568,281614,,150954,-10631,99.6,1.97,,,5913271
2024-01-23,futonly,ust5y,dealer,153499,809945,22449,-656446,14882,0.6,-1.41,21,32,5998809
2024-01-23,futonly,ust5y,asset_mgr,3151214,1195312,641918,1955902,-11339,97.7,1.83,151,34,5998809
2024-01-23,futonly,ust5y,lev_money,917626,2834849,96441,-1917223,-30917,1.1,-2.01,51,63,5998809
2024-01-23,futonly,ust5y,other_rept,580464,122236,56,458228,18789,98.2,1.68,25,10,5998809
2024-01-23,futonly,ust5y,nonrept,435142,275603,,159539,8585,99.7,2.01,,,5998809
2024-01-30,futonly,ust5y,dealer,164808,756630,25845,-591822,64624,3.2,-1.09,21,32,5937929
2024-01-30,futonly,ust5y,asset_mgr,3100514,1226426,655374,1874088,-81814,96.8,1.62,154,31,5937929
2024-01-30,futonly,ust5y,lev_money,835150,2752439,127328,-1917289,-66,1.1,-1.97,56,67,5937929
2024-01-30,futonly,ust5y,other_rept,602331,118231,314,484100,25872,99.1,1.81,28,10,5937929
2024-01-30,futonly,ust5y,nonrept,426265,275342,,150923,-8616,99.4,1.91,,,5937929
2024-02-06,futonly,ust5y,dealer,160464,639194,29840,-478730,113092,8.6,-0.54,14,32,5833253
2024-02-06,futonly,ust5y,asset_mgr,3064411,1283694,644196,1780717,-93371,95.7,1.39,149,32,5833253
2024-02-06,futonly,ust5y,lev_money,769622,2715976,120177,-1946354,-29065,1.0,-1.99,51,73,5833253
2024-02-06,futonly,ust5y,other_rept,638381,116056,470,522325,38225,99.6,2.01,29,12,5833253
2024-02-06,futonly,ust5y,nonrept,405692,283650,,122042,-28881,98.6,1.65,,,5833253
2024-02-13,futonly,ust5y,dealer,161777,628519,43211,-466742,11988,9.2,-0.48,18,35,5900715
2024-02-13,futonly,ust5y,asset_mgr,3053198,1369820,657319,1683378,-97339,94.6,1.16,150,34,5900715
2024-02-13,futonly,ust5y,lev_money,799166,2677552,135390,-1878386,67968,1.6,-1.82,53,74,5900715
2024-02-13,futonly,ust5y,other_rept,652573,91726,819,560847,38522,99.9,2.2,31,14,5900715
2024-02-13,futonly,ust5y,nonrept,397262,296359,,100903,-21139,98.4,1.46,,,5900715
2024-02-20,futonly,ust5y,dealer,150891,666234,54324,-515343,-48601,6.7,-0.7,16,39,6000253
2024-02-20,futonly,ust5y,asset_mgr,3045553,1389819,657901,1655734,-27644,93.9,1.09,152,33,6000253
2024-02-20,futonly,ust5y,lev_money,811957,2628068,199617,-1816111,62275,1.8,-1.68,56,79,6000253
2024-02-20,futonly,ust5y,other_rept,672610,83930,21165,588680,27833,99.9,2.31,35,11,6000253
2024-02-20,futonly,ust5y,nonrept,386235,299195,,87040,-13863,98.2,1.33,,,6000253
2024-02-27,futonly,ust5y,dealer,168591,656818,26180,-488227,27116,8.2,-0.56,18,35,6059054
2024-02-27,futonly,ust5y,asset_mgr,2909458,1202288,789029,1707170,51436,95.0,1.19,146,37,6059054
2024-02-27,futonly,ust5y,lev_money,774074,2717610,294271,-1943536,-127425,1.1,-1.88,52,79,6059054
2024-02-27,futonly,ust5y,other_rept,668755,80752,629,588003,-677,99.8,2.25,33,11,6059054
2024-02-27,futonly,ust5y,nonrept,428067,291477,,136590,49550,98.9,1.7,,,6059054
2024-03-05,futonly,ust5y,dealer,174950,604410,19381,-429460,58767,11.3,-0.27,17,32,5815202
2024-03-05,futonly,ust5y,asset_mgr,2906023,1252929,657497,1653094,-54076,93.7,1.05,145,38,5815202
2024-03-05,futonly,ust5y,lev_money,848689,2784427,116294,-1935738,7798,1.2,-1.84,52,77,5815202
2024-03-05,futonly,ust5y,other_rept,689133,87803,524,601330,13327,99.9,2.27,37,13,5815202
2024-03-05,futonly,ust5y,nonrept,402711,291937,,110774,-25816,98.3,1.47,,,5815202
2024-03-12,futonly,ust5y,dealer,175427,641382,19420,-465955,-36495,9.4,-0.43,18,33,5857325
2024-03-12,futonly,ust5y,asset_mgr,2861714,1243132,690760,1618582,-34512,92.3,0.96,143,36,5857325
2024-03-12,futonly,ust5y,lev_money,853691,2742450,147049,-1888759,46979,1.7,-1.72,54,75,5857325
2024-03-12,futonly,ust5y,other_rept,704044,80904,418,623140,21810,99.9,2.34,35,11,5857325
2024-03-12,futonly,ust5y,nonrept,404802,291810,,112992,2218,98.3,1.47,,,5857325
2024-03-19,futonly,ust5y,dealer,157125,647417,26048,-490292,-24337,8.1,-0.54,16,38,5838981
2024-03-19,futonly,ust5y,asset_mgr,2897520,1220711,688313,1676809,58227,94.2,1.08,142,34,5838981
2024-03-19,futonly,ust5y,lev_money,781631,2682122,168822,-1900491,-11732,1.7,-1.71,52,76,5838981
2024-03-19,futonly,ust5y,other_rept,712624,85768,307,626856,3716,99.9,2.3,34,11,5838981
2024-03-19,futonly,ust5y,nonrept,406591,319473,,87118,-25874,97.9,1.25,,,5838981
2024-03-26,futonly,ust5y,dealer,135337,677119,16325,-541782,-51490,5.5,-0.78,17,35,5941972
2024-03-26,futonly,ust5y,asset_mgr,2987876,1256752,704748,1731124,54315,95.3,1.19,142,36,5941972
2024-03-26,futonly,ust5y,lev_money,804967,2711363,176767,-1906396,-5905,1.7,-1.7,59,75,5941972
2024-03-26,futonly,ust5y,other_rept,699996,90458,202,609538,-17318,99.7,2.16,32,12,5941972
2024-03-26,futonly,ust5y,nonrept,415754,308238,,107516,20398,98.1,1.39,,,5941972
2024-04-02,futonly,ust5y,dealer,144018,692995,23463,-548977,-7195,5.4,-0.81,15,38,6088816
2024-04-02,futonly,ust5y,asset_mgr,3149423,1252550,671601,1896873,165749,97.0,1.56,144,36,6088816
2024-04-02,futonly,ust5y,lev_money,787210,2856444,175258,-2069234,-162838,0.2,-1.96,53,81,6088816
2024-04-02,futonly,ust5y,other_rept,727282,106590,137,620692,11154,99.7,2.17,34,14,6088816
2024-04-02,futonly,ust5y,nonrept,410424,309778,,100646,-6870,97.9,1.32,,,6088816
2024-04-09,futonly,ust5y,dealer,139237,700132,24602,-560895,-11918,4.9,-0.86,16,38,6070390
2024-04-09,futonly,ust5y,asset_mgr,3120745,1253122,677062,1867623,-29250,96.6,1.47,145,37,6070390
2024-04-09,futonly,ust5y,lev_money,769273,2852490,153902,-2083217,-13983,0.1,-1.95,53,77,6070390
2024-04-09,futonly,ust5y,other_rept,771330,99124,194,672206,51514,99.9,2.39,36,11,6070390
2024-04-09,futonly,ust5y,nonrept,414045,309762,,104283,3637,98.0,1.33,,,6070390
2024-04-16,futonly,ust5y,dealer,120392,713496,31941,-593104,-32209,3.1,-1.0,16,38,6016477
2024-04-16,futonly,ust5y,asset_mgr,3481386,1216788,719039,2264598,396975,99.9,2.35,144,34,6016477
2024-04-16,futonly,ust5y,lev_money,390124,2778062,133749,-2387938,-304721,0.1,-2.44,51,75,6016477
2024-04-16,futonly,ust5y,other_rept,707319,112584,907,594735,-77471,99.3,1.94,33,13,6016477
2024-04-16,futonly,ust5y,nonrept,431620,309911,,121709,17426,98.4,1.44,,,6016477
2024-04-23,futonly,ust5y,dealer,112726,702770,37666,-590044,3060,3.4,-0.98,14,35,5960804
2024-04-23,futonly,ust5y,asset_mgr,3419044,1212336,775372,2206708,-57890,99.4,2.18,150,35,5960804
2024-04-23,futonly,ust5y,lev_money,380313,2670769,144240,-2290456,97482,0.2,-2.22,52,78,5960804
2024-04-23,futonly,ust5y,other_rept,663236,108777,1267,554459,-40276,98.9,1.7,33,13,5960804
2024-04-23,futonly,ust5y,nonrept,426940,307607,,119333,-2376,98.3,1.41,,,5960804
2024-04-30,futonly,ust5y,dealer,141441,719412,32123,-577971,12073,4.3,-0.91,18,31,6015556
2024-04-30,futonly,ust5y,asset_mgr,3447870,1180205,809029,2267665,60957,99.9,2.28,147,36,6015556
2024-04-30,futonly,ust5y,lev_money,364654,2695627,133966,-2330973,-40517,0.2,-2.24,50,79,6015556
2024-04-30,futonly,ust5y,other_rept,662639,116649,949,545990,-8469,98.8,1.63,32,14,6015556
2024-04-30,futonly,ust5y,nonrept,422885,327596,,95289,-24044,97.5,1.21,,,6015556
2024-05-07,futonly,ust5y,dealer,139930,735548,25544,-595618,-17647,2.9,-0.98,20,29,6059408
2024-05-07,futonly,ust5y,asset_mgr,3496746,1184686,782980,2312060,44395,99.9,2.34,155,33,6059408
2024-05-07,futonly,ust5y,lev_money,394821,2763936,134328,-2369115,-38142,0.2,-2.26,53,78,6059408
2024-05-07,futonly,ust5y,other_rept,654450,106199,754,548251,2261,98.8,1.62,33,11,6059408
2024-05-07,futonly,ust5y,nonrept,429855,325433,,104422,9133,97.8,1.26,,,6059408
2024-05-14,futonly,ust5y,dealer,145900,791063,28982,-645163,-49545,1.0,-1.22,20,32,6235670
2024-05-14,futonly,ust5y,asset_mgr,3647523,1141311,775003,2506212,194152,99.9,2.7,154,32,6235670
2024-05-14,futonly,ust5y,lev_money,448696,2958119,105246,-2509423,-140308,0.1,-2.44,57,79,6235670
2024-05-14,futonly,ust5y,other_rept,671120,106480,711,564640,16389,99.0,1.68,35,12,6235670
2024-05-14,futonly,ust5y,nonrept,412489,328755,,83734,-20688,96.8,1.09,,,6235670
2024-05-21,futonly,ust5y,dealer,159136,776632,25112,-617496,27667,2.0,-1.06,23,30,6431140
2024-05-21,futonly,ust5y,asset_mgr,3717823,1183069,779539,2534754,28542,99.9,2.69,152,31,6431140
2024-05-21,futonly,ust5y,lev_money,409792,2983866,189567,-2574074,-64651,0.1,-2.48,50,76,6431140
2024-05-21,futonly,ust5y,other_rept,662590,110169,53618,552421,-12219,98.7,1.59,34,14,6431140
2024-05-21,futonly,ust5y,nonrept,433963,329568,,104395,20661,97.7,1.23,,,6431140
2024-05-28,futonly,ust5y,dealer,140471,725928,57157,-585457,32039,4.1,-0.89,17,32,6644814
2024-05-28,futonly,ust5y,asset_mgr,3612306,1058009,927151,2554297,19543,99.9,2.66,146,32,6644814
2024-05-28,futonly,ust5y,lev_money,386093,2934713,410910,-2548620,25454,0.2,-2.38,51,83,6644814
2024-05-28,futonly,ust5y,other_rept,620199,112595,5213,507604,-44817,97.8,1.34,27,13,6644814
2024-05-28,futonly,ust5y,nonrept,485314,413138,,72176,-32219,96.3,0.98,,,6644814
2024-06-04,futonly,ust5y,dealer,220554,757647,21531,-537093,48364,6.7,-0.64,20,31,6248427
2024-06-04,futonly,ust5y,asset_mgr,3614453,1087909,695233,2526544,-27753,99.7,2.54,149,33,6248427
2024-06-04,futonly,ust5y,lev_money,415124,3134316,150180,-2719192,-170572,0.1,-2.59,56,84,6248427
2024-06-04,futonly,ust5y,other_rept,702807,106154,868,596653,89049,99.3,1.77,34,14,6248427
2024-06-04,futonly,ust5y,nonrept,427677,294589,,133088,60912,98.7,1.42,,,6248427
2024-06-11,futonly,ust5y,dealer,200679,843089,14543,-642410,-105317,1.2,-1.16,19,32,6259966
2024-06-11,futonly,ust5y,asset_mgr,3660405,1024230,700687,2636175,109631,99.9,2.7,152,32,6259966
2024-06-11,futonly,ust5y,lev_money,448018,3126671,115482,-2678653,40539,0.2,-2.46,53,75,6259966
2024-06-11,futonly,ust5y,other_rept,688766,136863,9,551903,-44750,98.5,1.52,31,16,6259966
2024-06-11,futonly,ust5y,nonrept,431377,298392,,132985,-103,98.6,1.4,,,6259966
2024-06-18,futonly,ust5y,dealer,156417,834437,23565,-678020,-35610,0.2,-1.33,16,34,6202016
2024-06-18,futonly,ust5y,asset_mgr,3599464,1027859,729521,2571605,-64570,99.8,2.5,152,29,6202016
2024-06-18,futonly,ust5y,lev_money,457936,3055586,93729,-2597650,81003,0.3,-2.28,55,80,6202016
2024-06-18,futonly,ust5y,other_rept,702651,165483,861,537168,-14735,98.0,1.42,39,15,6202016
2024-06-18,futonly,ust5y,nonrept,437872,270975,,166897,33912,99.8,1.62,,,6202016
2024-06-25,futonly,ust5y,dealer,150618,750093,18111,-599475,78545,3.2,-0.92,16,29,6200123
2024-06-25,futonly,ust5y,asset_mgr,3582710,1014256,740859,2568454,-3151,99.7,2.44,151,29,6200123
2024-06-25,futonly,ust5y,lev_money,459215,3149442,103997,-2690227,-92577,0.2,-2.36,58,74,6200123
2024-06-25,futonly,ust5y,other_rept,684760,136734,970,548026,10858,98.2,1.46,34,15,6200123
2024-06-25,futonly,ust5y,nonrept,458883,285661,,173222,6325,99.8,1.64,,,6200123
2024-07-02,futonly,ust5y,dealer,174932,788185,13534,-613253,-13778,2.5,-0.98,22,28,6267434
2024-07-02,futonly,ust5y,asset_mgr,3680688,1031458,730088,2649230,80776,99.9,2.53,153,29,6267434
2024-07-02,futonly,ust5y,lev_money,434149,3146858,125576,-2712709,-22482,0.2,-2.34,54,78,6267434
2024-07-02,futonly,ust5y,other_rept,682867,147780,645,535087,-12939,97.8,1.37,33,15,6267434
2024-07-02,futonly,ust5y,nonrept,424955,283310,,141645,-31577,98.8,1.39,,,6267434
2024-07-09,futonly,ust5y,dealer,165244,793649,15581,-628405,-15152,2.0,-1.04,20,29,6356121
2024-07-09,futonly,ust5y,asset_mgr,3725366,1057279,718448,2668087,18857,99.9,2.51,149,31,6356121
2024-07-09,futonly,ust5y,lev_money,464919,3206326,129721,-2741407,-28698,0.1,-2.33,58,75,6356121
2024-07-09,futonly,ust5y,other_rept,698475,155153,801,543322,8235,98.0,1.4,32,16,6356121
2024-07-09,futonly,ust5y,nonrept,437566,279163,,158403,16758,99.4,1.49,,,6356121
2024-07-16,futonly,ust5y,dealer,197337,777339,18790,-580002,48403,5.1,-0.78,22,31,6503048
2024-07-16,futonly,ust5y,asset_mgr,3799596,1088773,704376,2710823,42736,99.9,2.53,156,27,6503048
2024-07-16,futonly,ust5y,lev_money,477071,3301089,137347,-2824018,-82611,0.1,-2.39,60,78,6503048
2024-07-16,futonly,ust5y,other_rept,722975,185835,805,537140,-6182,97.7,1.35,35,15,6503048
2024-07-16,futonly,ust5y,nonrept,444751,288694,,156057,-2346,99.3,1.45,,,6503048
2024-07-23,futonly,ust5y,dealer,172531,784782,15878,-612251,-32249,2.7,-0.94,22,32,6455578
2024-07-23,futonly,ust5y,asset_mgr,3716041,1083616,714548,2632425,-78398,99.5,2.32,156,33,6455578
2024-07-23,futonly,ust5y,lev_money,505911,3272864,141197,-2766953,57065,0.2,-2.26,61,75,6455578
2024-07-23,futonly,ust5y,other_rept,728034,177102,1599,550932,13792,98.4,1.4,34,14,6455578
2024-07-23,futonly,ust5y,nonrept,459839,263992,,195847,39790,99.9,1.71,,,6455578
2024-07-30,futonly,ust5y,dealer,182738,809393,15594,-626655,-14404,2.2,-1.0,20,32,6565620
2024-07-30,futonly,ust5y,asset_mgr,3768001,975836,725379,2792165,159740,99.9,2.56,161,34,6565620
2024-07-30,futonly,ust5y,lev_money,538697,3466349,123251,-2927652,-160699,0.1,-2.43,62,76,6565620
2024-07-30,futonly,ust5y,other_rept,720524,206149,1174,514375,-36557,97.0,1.2,31,14,6565620
2024-07-30,futonly,ust5y,nonrept,490262,242495,,247767,51920,99.9,2.04,,,6565620
2024-08-06,futonly,ust5y,dealer,152171,815254,16649,-663083,-36428,0.6,-1.18,17,35,6612926
2024-08-06,futonly,ust5y,asset_mgr,3820219,991175,694262,2829044,36879,99.9,2.57,157,30,6612926
2024-08-06,futonly,ust5y,lev_money,520831,3519010,125215,-2998179,-70527,0.1,-2.47,56,76,6612926
2024-08-06,futonly,ust5y,other_rept,796980,215513,1389,581467,67092,98.9,1.51,33,14,6612926
2024-08-06,futonly,ust5y,nonrept,485210,234459,,250751,2984,99.9,2.02,,,6612926
2024-08-13,futonly,ust5y,dealer,178417,815972,23212,-637555,25528,1.6,-1.03,22,36,6805101
2024-08-13,futonly,ust5y,asset_mgr,3970703,1028153,659045,2942550,113506,99.9,2.71,155,27,6805101
2024-08-13,futonly,ust5y,lev_money,554198,3668429,163843,-3114231,-116052,0.1,-2.56,66,74,6805101
2024-08-13,futonly,ust5y,other_rept,767794,205688,2405,562106,-19361,98.7,1.39,30,15,6805101
2024-08-13,futonly,ust5y,nonrept,485484,238354,,247130,-3621,99.7,1.96,,,6805101
2024-08-20,futonly,ust5y,dealer,133580,785013,36550,-651433,-13878,1.0,-1.09,21,35,6855335
2024-08-20,futonly,ust5y,asset_mgr,3965708,1064705,692533,2901003,-41547,99.8,2.56,156,31,6855335
2024-08-20,futonly,ust5y,lev_money,535546,3606743,230151,-3071197,43034,0.2,-2.44,62,69,6855335
2024-08-20,futonly,ust5y,other_rept,762626,191294,10219,571332,9226,98.8,1.42,29,19,6855335
2024-08-20,futonly,ust5y,nonrept,488422,238127,,250295,3165,99.8,1.94,,,6855335
2024-08-27,futonly,ust5y,dealer,139551,775447,33150,-635896,15537,1.8,-1.0,21,33,6894857
2024-08-27,futonly,ust5y,asset_mgr,3856374,960308,800402,2896066,-4937,99.7,2.49,158,31,6894857
2024-08-27,futonly,ust5y,lev_money,489525,3533019,270032,-3043494,27703,0.3,-2.34,59,70,6894857
2024-08-27,futonly,ust5y,other_rept,753500,170805,28226,582695,11363,98.9,1.45,30,14,6894857
2024-08-27,futonly,ust5y,nonrept,524097,323468,,200629,-49666,99.5,1.57,,,6894857
2024-09-03,futonly,ust5y,dealer,126414,697711,18939,-571297,64599,6.0,-0.64,15,34,6440182
2024-09-03,futonly,ust5y,asset_mgr,3827438,905265,630078,2922173,26107,99.8,2.47,158,31,6440182
2024-09-03,futonly,ust5y,lev_money,502490,3660678,116574,-3158188,-114694,0.1,-2.43,59,68,6440182
2024-09-03,futonly,ust5y,other_rept,739257,175502,215,563755,-18940,98.5,1.34,29,13,6440182
2024-09-03,futonly,ust5y,nonrept,478777,235220,,243557,42928,99.5,1.83,,,6440182
2024-09-10,futonly,ust5y,dealer,142063,677503,12389,-535440,35857,8.0,-0.43,20,31,6357260
2024-09-10,futonly,ust5y,asset_mgr,3819426,887751,636134,2931675,9502,99.8,2.43,160,29,6357260
2024-09-10,futonly,ust5y,lev_money,465568,3591664,114630,-3126096,32092,0.2,-2.33,54,74,6357260
2024-09-10,futonly,ust5y,other_rept,694502,193497,200,501005,-62750,96.2,1.02,24,15,6357260
2024-09-10,futonly,ust5y,nonrept,472348,243492,,228856,-14701,99.4,1.7,,,6357260
2024-09-17,futonly,ust5y,dealer,129390,620431,16642,-491041,44399,10.5,-0.18,24,29,6396093
2024-09-17,futonly,ust5y,asset_mgr,3781569,909940,640413,2871629,-60046,99.4,2.27,154,34,6396093
2024-09-17,futonly,ust5y,lev_money,547811,3650981,124870,-3103170,22926,0.4,-2.25,55,78,6396093
2024-09-17,futonly,ust5y,other_rept,699725,179676,168,520049,19044,96.6,1.1,26,16,6396093
2024-09-17,futonly,ust5y,nonrept,455505,252972,,202533,-26323,99.3,1.51,,,6396093
