date,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2022-10-25,combined,ust2y,nonrept,160872,233480,,-72608,-4616,3.0,-1.23,,,2157028
2022-11-01,combined,ust2y,dealer,46592,198794,17774,-152202,75255,12.2,-0.39,14,34,2262626
2022-11-01,combined,ust2y,asset_mgr,1287567,365962,298809,921605,53361,95.6,2.06,107,50,2262626
2022-11-01,combined,ust2y,lev_money,155919,909338,124255,-753419,-181727,7.8,-1.1,30,72,2262626
2022-11-01,combined,ust2y,other_rept,158333,146913,3363,11420,7906,63.0,-0.03,19,28,2262626
2022-11-01,combined,ust2y,nonrept,170014,197419,,-27405,45203,36.4,-0.56,,,2262626
2022-11-08,combined,ust2y,dealer,39656,245623,21743,-205967,-53765,3.2,-1.13,15,41,2232906
2022-11-08,combined,ust2y,asset_mgr,1258111,357077,288275,901034,-20571,95.2,1.99,109,48,2232906
2022-11-08,combined,ust2y,lev_money,173506,858471,106453,-684965,68454,8.2,-0.94,34,65,2232906
2022-11-08,combined,ust2y,other_rept,159128,146869,2952,12259,839,63.3,-0.01,15,28,2232906
2022-11-08,combined,ust2y,nonrept,183083,205443,,-22360,5045,41.6,-0.48,,,2232906
2022-11-15,combined,ust2y,dealer,57644,208755,35401,-151111,54856,12.4,-0.37,21,36,2283573
2022-11-15,combined,ust2y,asset_mgr,1300522,358544,300259,941978,40944,95.9,2.16,110,51,2283573
2022-11-15,combined,ust2y,lev_money,132536,923787,122562,-791251,-106286,7.2,-1.23,38,63,2283573
2022-11-15,combined,ust2y,other_rept,143102,138394,3205,4708,-7551,60.2,-0.05,17,27,2283573
2022-11-15,combined,ust2y,nonrept,188341,192667,,-4326,18034,51.9,-0.2,,,2283573
2022-11-22,combined,ust2y,dealer,50527,192400,52204,-141873,9238,14.3,-0.25,17,36,2310608
2022-11-22,combined,ust2y,asset_mgr,1310279,353293,278125,956986,15008,96.0,2.22,114,53,2310608
2022-11-22,combined,ust2y,lev_money,114938,908683,160032,-793745,-2494,7.0,-1.25,34,67,2310608
2022-11-22,combined,ust2y,other_rept,127746,131418,5371,-3672,-8380,55.9,-0.09,16,25,2310608
2022-11-22,combined,ust2y,nonrept,211387,229082,,-17695,-13369,44.1,-0.4,,,2310608
2022-11-29,combined,ust2y,dealer,30453,187009,25059,-156556,-14683,11.3,-0.44,12,38,2106030
2022-11-29,combined,ust2y,asset_mgr,1263756,367055,256121,896701,-60285,94.7,1.95,121,49,2106030
2022-11-29,combined,ust2y,lev_money,113042,848770,92456,-735728,58017,8.3,-1.11,34,61,2106030
2022-11-29,combined,ust2y,other_rept,133927,147750,2458,-13823,-10151,51.3,-0.15,18,23,2106030
2022-11-29,combined,ust2y,nonrept,188758,179352,,9406,27101,62.8,0.01,,,2106030
2022-12-06,combined,ust2y,dealer,44742,192847,21566,-148105,8451,13.2,-0.32,17,35,2125717
2022-12-06,combined,ust2y,asset_mgr,1260113,379437,269382,880676,-16025,94.3,1.87,121,52,2125717
2022-12-06,combined,ust2y,lev_money,139035,884538,68118,-745503,-9775,8.3,-1.15,45,58,2125717
2022-12-06,combined,ust2y,other_rept,144680,136905,726,7775,21598,61.6,-0.0,21,25,2125717
2022-12-06,combined,ust2y,nonrept,177354,172198,,5156,-4250,58.8,-0.05,,,2125717
2022-12-13,combined,ust2y,dealer,37534,208960,20304,-171426,-23321,9.1,-0.64,15,35,2227595
2022-12-13,combined,ust2y,asset_mgr,1296425,383423,286391,913002,32326,95.2,2.0,118,53,2227595
2022-12-13,combined,ust2y,lev_money,137010,896912,118341,-759902,-14399,7.8,-1.2,39,60,2227595
2022-12-13,combined,ust2y,other_rept,144161,128746,1223,15415,7640,64.9,0.06,21,23,2227595
2022-12-13,combined,ust2y,nonrept,186207,183294,,2913,-2243,57.0,-0.07,,,2227595
2022-12-20,combined,ust2y,dealer,34420,239873,16781,-205453,-34027,3.3,-1.1,14,41,2240490
2022-12-20,combined,ust2y,asset_mgr,1305479,345702,286705,959777,46775,96.1,2.19,118,54,2240490
2022-12-20,combined,ust2y,lev_money,151851,919658,114421,-767807,-7905,7.7,-1.23,43,64,2240490
2022-12-20,combined,ust2y,other_rept,146468,129489,859,16979,1564,65.4,0.08,18,23,2240490
2022-12-20,combined,ust2y,nonrept,183506,187003,,-3497,-6410,52.2,-0.16,,,2240490
2022-12-27,combined,ust2y,dealer,34197,219606,14282,-185409,20044,6.5,-0.83,12,39,2245087
2022-12-27,combined,ust2y,asset_mgr,1301551,352801,294785,948750,-11027,95.7,2.13,115,54,2245087
2022-12-27,combined,ust2y,lev_money,160931,959084,94936,-798153,-30346,7.0,-1.32,46,57,2245087
2022-12-27,combined,ust2y,other_rept,157504,130423,612,27081,10102,68.2,0.15,19,24,2245087
2022-12-27,combined,ust2y,nonrept,186290,178558,,7732,11229,61.3,0.01,,,2245087
2023-01-03,combined,ust2y,dealer,33085,222102,23280,-189017,-3608,5.8,-0.87,13,38,2229331
2023-01-03,combined,ust2y,asset_mgr,1278371,386568,283851,891803,-56947,94.0,1.89,109,56,2229331
2023-01-03,combined,ust2y,lev_money,147911,886308,100011,-738397,59756,8.7,-1.17,36,63,2229331
2023-01-03,combined,ust2y,other_rept,168576,129837,514,38739,11658,71.5,0.24,22,21,2229331
2023-01-03,combined,ust2y,nonrept,193731,196861,,-3130,-10862,52.4,-0.15,,,2229331
2023-01-10,combined,ust2y,dealer,39224,285943,16334,-246719,-57702,0.9,-1.63,14,38,2336656
2023-01-10,combined,ust2y,asset_mgr,1235452,424915,321744,810537,-81266,92.8,1.56,110,57,2336656
2023-01-10,combined,ust2y,lev_money,309608,897603,60063,-587995,150402,11.8,-0.76,43,57,2336656
2023-01-10,combined,ust2y,other_rept,153217,132876,705,20341,-18398,66.1,0.12,24,19,2336656
2023-01-10,combined,ust2y,nonrept,200309,196474,,3835,6965,58.1,-0.03,,,2336656
2023-01-17,combined,ust2y,dealer,52964,286494,18040,-233530,13189,1.6,-1.43,17,37,2362522
2023-01-17,combined,ust2y,asset_mgr,1238173,448696,322033,789477,-21060,92.1,1.47,116,57,2362522
2023-01-17,combined,ust2y,lev_money,326100,887869,68729,-561769,26226,13.0,-0.7,44,58,2362522
2023-01-17,combined,ust2y,other_rept,130151,135708,555,-5557,-25898,55.1,-0.05,23,19,2362522
2023-01-17,combined,ust2y,nonrept,205777,194398,,11379,7544,64.9,0.09,,,2362522
2023-01-24,combined,ust2y,dealer,53322,306718,19480,-253396,-19866,0.7,-1.68,17,39,2441377
2023-01-24,combined,ust2y,asset_mgr,1254267,456710,322026,797557,8080,92.5,1.51,115,61,2441377
2023-01-24,combined,ust2y,lev_money,354341,925813,81536,-571472,-9703,12.7,-0.74,46,58,2441377
2023-01-24,combined,ust2y,other_rept,145854,141200,1370,4654,10211,59.9,0.03,24,22,2441377
2023-01-24,combined,ust2y,nonrept,209181,186524,,22657,11278,72.5,0.27,,,2441377
2023-01-31,combined,ust2y,dealer,59665,258176,30724,-198511,54885,4.3,-0.94,20,33,2459866
2023-01-31,combined,ust2y,asset_mgr,1280708,473168,324163,807540,9983,92.6,1.54,119,57,2459866
2023-01-31,combined,ust2y,lev_money,307596,948833,88281,-641237,-69765,10.3,-0.95,42,61,2459866
2023-01-31,combined,ust2y,other_rept,166277,158562,1914,7715,3061,61.3,0.06,27,23,2459866
2023-01-31,combined,ust2y,nonrept,200538,176044,,24494,1837,73.4,0.31,,,2459866
2023-02-07,combined,ust2y,dealer,77464,229012,27739,-151548,46963,13.3,-0.32,29,30,2594198
2023-02-07,combined,ust2y,asset_mgr,1319168,542470,314670,776698,-30842,91.6,1.41,126,53,2594198
2023-02-07,combined,ust2y,lev_money,395725,1120377,73069,-724652,-83415,8.9,-1.2,41,63,2594198
2023-02-07,combined,ust2y,other_rept,187161,133174,2292,53987,46272,76.1,0.4,32,21,2594198
2023-02-07,combined,ust2y,nonrept,196910,151394,,45516,21022,82.5,0.64,,,2594198
2023-02-14,combined,ust2y,dealer,67262,249174,48073,-181912,-30364,8.0,-0.73,26,35,2774236
2023-02-14,combined,ust2y,asset_mgr,1378068,578030,297711,800038,23340,92.4,1.51,129,50,2774236
2023-02-14,combined,ust2y,lev_money,458534,1187466,115999,-728932,-4280,8.9,-1.23,39,61,2774236
2023-02-14,combined,ust2y,other_rept,180572,112893,2513,67679,13692,78.1,0.51,34,20,2774236
2023-02-14,combined,ust2y,nonrept,225504,182377,,43127,-2389,81.3,0.61,,,2774236
2023-02-21,combined,ust2y,dealer,66287,258742,61429,-192455,-10543,5.4,-0.88,24,35,2942369
2023-02-21,combined,ust2y,asset_mgr,1372769,554290,305500,818479,18441,92.8,1.58,130,45,2942369
2023-02-21,combined,ust2y,lev_money,490485,1188371,146699,-697886,31046,9.2,-1.14,43,63,2942369
2023-02-21,combined,ust2y,other_rept,162011,125895,10345,36116,-31563,70.7,0.3,29,24,2942369
2023-02-21,combined,ust2y,nonrept,326845,291099,,35746,-7381,78.0,0.5,,,2942369
2023-02-28,combined,ust2y,dealer,58090,277731,8707,-219641,-27186,2.5,-1.25,22,38,2672350
2023-02-28,combined,ust2y,asset_mgr,1307471,558029,299654,749442,-69037,90.7,1.3,125,49,2672350
2023-02-28,combined,ust2y,lev_money,474057,1079904,112063,-605847,92039,11.5,-0.88,35,60,2672350
2023-02-28,combined,ust2y,other_rept,192918,133100,6063,59818,23702,76.8,0.47,32,22,2672350
2023-02-28,combined,ust2y,nonrept,213327,197099,,16228,-19518,68.6,0.21,,,2672350
2023-03-07,combined,ust2y,dealer,60846,239905,13272,-179059,40582,8.9,-0.73,22,32,2596303
2023-03-07,combined,ust2y,asset_mgr,1326506,555745,304794,770761,21319,91.0,1.38,128,50,2596303
2023-03-07,combined,ust2y,lev_money,402061,1062164,99243,-660103,-54256,10.0,-1.04,44,63,2596303
2023-03-07,combined,ust2y,other_rept,171037,119795,6943,51242,-8576,75.6,0.42,36,22,2596303
2023-03-07,combined,ust2y,nonrept,211600,194443,,17157,929,69.6,0.23,,,2596303
2023-03-14,combined,ust2y,dealer,61814,244200,18817,-182386,-3327,8.2,-0.82,18,36,2406308
2023-03-14,combined,ust2y,asset_mgr,1181243,536975,332690,644268,-126493,88.6,0.87,115,56,2406308
2023-03-14,combined,ust2y,lev_money,367575,799856,127310,-432281,227822,17.3,-0.38,41,58,2406308
2023-03-14,combined,ust2y,other_rept,112995,162115,7087,-49120,-100362,38.1,-0.3,28,28,2406308
2023-03-14,combined,ust2y,nonrept,196776,177258,,19518,2361,70.9,0.28,,,2406308
2023-03-21,combined,ust2y,dealer,45232,251635,15493,-206403,-24017,3.5,-1.19,14,38,2379497
2023-03-21,combined,ust2y,asset_mgr,1132080,503372,310030,628708,-15560,88.3,0.8,111,53,2379497
2023-03-21,combined,ust2y,lev_money,470294,846651,102420,-376357,55924,18.7,-0.22,50,47,2379497
2023-03-21,combined,ust2y,other_rept,104921,170303,7689,-65382,-16262,33.6,-0.4,23,33,2379497
2023-03-21,combined,ust2y,nonrept,191337,171904,,19433,-85,70.7,0.29,,,2379497
2023-03-28,combined,ust2y,dealer,58245,278972,18649,-220727,-14324,2.3,-1.4,17,37,2405787
2023-03-28,combined,ust2y,asset_mgr,1190969,492319,293325,698650,69942,89.2,1.08,116,45,2405787
2023-03-28,combined,ust2y,lev_money,464488,927188,58262,-462700,-86343,16.9,-0.48,49,55,2405787
2023-03-28,combined,ust2y,other_rept,115505,152447,7323,-36942,28440,41.9,-0.19,27,29,2405787
2023-03-28,combined,ust2y,nonrept,199021,177302,,21719,2286,72.0,0.33,,,2405787
2023-04-04,combined,ust2y,dealer,50870,269161,17076,-218291,2436,2.7,-1.38,18,40,2400714
2023-04-04,combined,ust2y,asset_mgr,1197908,512863,295905,685045,-13605,89.1,1.02,119,49,2400714
2023-04-04,combined,ust2y,lev_money,435552,920970,69335,-485418,-22718,16.3,-0.54,46,50,2400714
2023-04-04,combined,ust2y,other_rept,131570,132578,5462,-1008,35934,56.5,0.09,29,25,2400714
2023-04-04,combined,ust2y,nonrept,197036,177365,,19671,-2048,70.9,0.3,,,2400714
2023-04-11,combined,ust2y,dealer,48332,279912,18815,-231580,-13289,1.9,-1.59,19,39,2593224
2023-04-11,combined,ust2y,asset_mgr,1209925,491095,335786,718830,33785,89.8,1.15,118,50,2593224
2023-04-11,combined,ust2y,lev_money,475130,1051923,65171,-576793,-91375,12.9,-0.81,46,54,2593224
2023-04-11,combined,ust2y,other_rept,224584,171992,6451,52592,53600,75.9,0.49,33,23,2593224
2023-04-11,combined,ust2y,nonrept,209030,172079,,36951,17280,79.0,0.59,,,2593224
2023-04-18,combined,ust2y,dealer,53115,286335,19999,-233220,-1640,1.8,-1.61,19,36,2701341
2023-04-18,combined,ust2y,asset_mgr,1254248,456947,340376,797301,78471,92.1,1.45,124,50,2701341
2023-04-18,combined,ust2y,lev_money,506476,1179223,62340,-672747,-95954,9.7,-1.09,43,56,2701341
2023-04-18,combined,ust2y,other_rept,227109,173680,13057,53429,837,76.0,0.5,36,22,2701341
2023-04-18,combined,ust2y,nonrept,224621,169383,,55238,18287,86.8,0.89,,,2701341
2023-04-25,combined,ust2y,dealer,59961,299426,22532,-239465,-6245,1.3,-1.69,19,30,2760518
2023-04-25,combined,ust2y,asset_mgr,1231460,418424,356011,813036,15735,92.8,1.5,129,47,2760518
2023-04-25,combined,ust2y,lev_money,533327,1257870,56149,-724543,-51796,9.0,-1.23,44,56,2760518
2023-04-25,combined,ust2y,other_rept,262696,171144,13898,91552,38123,80.4,0.79,41,21,2760518
2023-04-25,combined,ust2y,nonrept,224484,165064,,59420,4182,88.3,0.96,,,2760518
2023-05-02,combined,ust2y,dealer,59519,273938,32273,-214419,25046,3.2,-1.31,17,28,2804936
2023-05-02,combined,ust2y,asset_mgr,1263264,377053,367226,886211,73175,93.9,1.76,131,47,2804936
2023-05-02,combined,ust2y,lev_money,526871,1346557,56733,-819686,-95143,6.6,-1.5,55,52,2804936
2023-05-02,combined,ust2y,other_rept,257328,170167,17482,87161,-4391,79.9,0.76,37,22,2804936
2023-05-02,combined,ust2y,nonrept,224240,163508,,60732,1312,88.5,0.99,,,2804936
2023-05-09,combined,ust2y,dealer,70405,302219,24237,-231814,-17395,2.1,-1.54,21,37,3061132
2023-05-09,combined,ust2y,asset_mgr,1302988,407303,404271,895685,9474,94.4,1.77,131,49,3061132
2023-05-09,combined,ust2y,lev_money,639248,1520911,64870,-881663,-61977,6.3,-1.66,46,58,3061132
2023-05-09,combined,ust2y,other_rept,317852,169440,12049,148412,61251,91.4,1.21,42,22,3061132
2023-05-09,combined,ust2y,nonrept,225213,155833,,69380,8648,90.9,1.13,,,3061132
2023-05-16,combined,ust2y,dealer,79739,256997,28090,-177258,54556,10.1,-0.75,22,33,3228454
2023-05-16,combined,ust2y,asset_mgr,1361170,401472,439748,959698,64013,96.1,1.99,133,48,3228454
2023-05-16,combined,ust2y,lev_money,657749,1702089,82586,-1044340,-162677,4.8,-2.08,44,58,3228454
2023-05-16,combined,ust2y,other_rept,336101,155630,11445,180471,32059,92.9,1.43,43,20,3228454
2023-05-16,combined,ust2y,nonrept,231825,150395,,81430,12050,95.1,1.33,,,3228454
2023-05-23,combined,ust2y,dealer,82910,285640,35726,-202730,-25472,4.8,-1.12,24,33,3363846
2023-05-23,combined,ust2y,asset_mgr,1388874,392600,433783,996274,36576,96.8,2.08,127,44,3363846
2023-05-23,combined,ust2y,lev_money,705040,1755680,140591,-1050640,-6300,4.8,-2.06,47,58,3363846
2023-05-23,combined,ust2y,other_rept,307541,143266,16932,164275,-16196,92.4,1.31,41,16,3363846
2023-05-23,combined,ust2y,nonrept,252448,159627,,92821,11391,97.8,1.5,,,3363846
2023-05-30,combined,ust2y,dealer,87123,267872,22046,-180749,21981,9.7,-0.81,22,29,3222108
2023-05-30,combined,ust2y,asset_mgr,1383363,381477,340291,1001886,5612,96.9,2.06,135,42,3222108
2023-05-30,combined,ust2y,lev_money,758287,1817657,80578,-1059370,-8730,4.8,-2.05,39,54,3222108
2023-05-30,combined,ust2y,other_rept,298402,145762,15322,152640,-11635,91.4,1.22,38,14,3222108
2023-05-30,combined,ust2y,nonrept,236695,151102,,85593,-7228,96.0,1.38,,,3222108
2023-06-06,combined,ust2y,dealer,92775,255771,18533,-162996,17753,12.8,-0.55,27,34,3414265
2023-06-06,combined,ust2y,asset_mgr,1506624,450819,328049,1055805,53919,97.2,2.22,136,40,3414265
2023-06-06,combined,ust2y,lev_money,751625,1959104,82029,-1207479,-148109,3.3,-2.4,41,55,3414265
2023-06-06,combined,ust2y,other_rept,376385,157214,15143,219171,66531,94.2,1.69,43,13,3414265
2023-06-06,combined,ust2y,nonrept,243103,147603,,95500,9907,98.0,1.52,,,3414265
2023-06-13,combined,ust2y,dealer,108976,276509,14808,-167533,-4537,12.1,-0.62,30,28,3446657
2023-06-13,combined,ust2y,asset_mgr,1614575,437265,300413,1177310,121505,97.7,2.59,145,38,3446657
2023-06-13,combined,ust2y,lev_money,776356,2002177,77593,-1225821,-18342,3.2,-2.39,45,54,3446657
2023-06-13,combined,ust2y,other_rept,285477,156719,24022,128758,-90413,88.3,1.03,41,13,3446657
2023-06-13,combined,ust2y,nonrept,244437,157151,,87286,-8214,96.6,1.39,,,3446657
2023-06-20,combined,ust2y,dealer,123504,288371,18343,-164867,2666,12.4,-0.59,31,33,3586854
2023-06-20,combined,ust2y,asset_mgr,1664166,473456,303830,1190710,13400,97.7,2.57,147,37,3586854
2023-06-20,combined,ust2y,lev_money,804478,2074572,72761,-1270094,-44273,2.5,-2.45,45,55,3586854
2023-06-20,combined,ust2y,other_rept,323380,167793,27986,155587,26829,91.7,1.22,47,14,3586854
2023-06-20,combined,ust2y,nonrept,248407,159743,,88664,1378,97.0,1.41,,,3586854
2023-06-27,combined,ust2y,dealer,122481,303630,21494,-181149,-16282,9.4,-0.82,34,32,3676596
2023-06-27,combined,ust2y,asset_mgr,1732818,505967,299867,1226851,36141,98.0,2.63,158,38,3676596
2023-06-27,combined,ust2y,lev_money,819090,2113151,61826,-1294061,-23967,2.4,-2.46,54,57,3676596
2023-06-27,combined,ust2y,other_rept,348077,187862,22217,160215,4628,92.0,1.25,39,14,3676596
2023-06-27,combined,ust2y,nonrept,248728,160582,,88146,-518,96.8,1.41,,,3676596
2023-07-03,combined,ust2y,dealer,134242,292474,23945,-158232,22917,13.5,-0.5,33,30,3711719
2023-07-03,combined,ust2y,asset_mgr,1736847,498499,303506,1238348,11497,98.1,2.59,161,37,3711719
2023-07-03,combined,ust2y,lev_money,791836,2134125,81917,-1342289,-48228,2.3,-2.52,53,59,3711719
2023-07-03,combined,ust2y,other_rept,370021,197103,24515,172918,12703,92.8,1.33,42,14,3711719
2023-07-03,combined,ust2y,nonrept,244890,155635,,89255,1109,97.1,1.42,,,3711719
2023-07-11,combined,ust2y,dealer,128626,302170,20169,-173544,-15312,11.3,-0.72,33,28,3726473
2023-07-11,combined,ust2y,asset_mgr,1721825,524526,313882,1197299,-41049,97.6,2.39,157,37,3726473
2023-07-11,combined,ust2y,lev_money,804801,2133616,84120,-1328815,13474,2.5,-2.43,58,61,3726473
2023-07-11,combined,ust2y,other_rept,378642,162845,24077,215797,42879,94.1,1.63,42,13,3726473
2023-07-11,combined,ust2y,nonrept,250331,161068,,89263,8,97.1,1.42,,,3726473
2023-07-18,combined,ust2y,dealer,126054,263155,18986,-137101,36443,18.4,-0.19,32,30,3701045
2023-07-18,combined,ust2y,asset_mgr,1786998,501899,315238,1285099,87800,99.3,2.61,158,36,3701045
2023-07-18,combined,ust2y,lev_money,710273,2140322,102862,-1430049,-101234,1.8,-2.61,58,57,3701045
2023-07-18,combined,ust2y,other_rept,361311,181231,22831,180080,-35717,92.7,1.37,40,14,3701045
2023-07-18,combined,ust2y,nonrept,256491,154520,,101971,12708,98.9,1.62,,,3701045
2023-07-25,combined,ust2y,dealer,132692,235078,16635,-102386,34715,30.4,0.3,36,23,3665744
2023-07-25,combined,ust2y,asset_mgr,1773234,491603,311857,1281631,-3468,99.0,2.53,157,38,3665744
2023-07-25,combined,ust2y,lev_money,677429,2163499,81412,-1486070,-56021,1.0,-2.67,59,56,3665744
2023-07-25,combined,ust2y,other_rept,394535,183742,24035,210793,30713,93.7,1.58,45,13,3665744
2023-07-25,combined,ust2y,nonrept,253915,157882,,96033,-5938,98.2,1.52,,,3665744
2023-08-01,combined,ust2y,dealer,141777,242456,15477,-100679,1707,30.8,0.32,40,24,3673879
2023-08-01,combined,ust2y,asset_mgr,1754399,481673,326280,1272726,-8905,98.8,2.44,157,38,3673879
2023-08-01,combined,ust2y,lev_money,673349,2157690,92847,-1484341,1729,1.1,-2.6,66,53,3673879
2023-08-01,combined,ust2y,other_rept,385526,182938,25957,202588,-8205,93.5,1.51,49,11,3673879
2023-08-01,combined,ust2y,nonrept,258267,148561,,109706,13673,99.4,1.74,,,3673879
2023-08-08,combined,ust2y,dealer,125916,282014,14491,-156098,-55419,14.5,-0.49,32,27,3800455
2023-08-08,combined,ust2y,asset_mgr,1745765,502128,338589,1243637,-29089,98.0,2.3,155,42,3800455
2023-08-08,combined,ust2y,lev_money,786373,2198706,112194,-1412333,72008,2.3,-2.38,61,60,3800455
2023-08-08,combined,ust2y,other_rept,394722,171619,27963,223103,20515,94.5,1.65,45,12,3800455
2023-08-08,combined,ust2y,nonrept,254442,152752,,101690,-8016,98.7,1.6,,,3800455
2023-08-15,combined,ust2y,dealer,129808,319172,19813,-189364,-33266,7.2,-0.97,30,30,3869753
2023-08-15,combined,ust2y,asset_mgr,1773600,500392,341092,1273208,29571,98.8,2.33,157,39,3869753
2023-08-15,combined,ust2y,lev_money,773554,2218869,112715,-1445315,-32982,1.8,-2.39,56,64,3869753
2023-08-15,combined,ust2y,other_rept,404259,170989,28106,233270,10167,94.5,1.71,45,12,3869753
2023-08-15,combined,ust2y,nonrept,286806,158606,,128200,26510,99.8,2.01,,,3869753
2023-08-22,combined,ust2y,dealer,144034,332403,28033,-188369,995,7.6,-0.94,36,26,4035039
2023-08-22,combined,ust2y,asset_mgr,1823133,523722,313425,1299411,26203,99.4,2.35,154,41,4035039
2023-08-22,combined,ust2y,lev_money,847806,2332447,158607,-1484641,-39326,1.1,-2.42,58,65,4035039
2023-08-22,combined,ust2y,other_rept,412274,168485,30133,243789,10519,95.3,1.76,45,10,4035039
2023-08-22,combined,ust2y,nonrept,277595,147786,,129809,1609,99.8,2.01,,,4035039
2023-08-29,combined,ust2y,dealer,134898,357193,23296,-222295,-33926,2.6,-1.42,35,27,3783433
2023-08-29,combined,ust2y,asset_mgr,1708432,472936,292025,1235496,-63915,97.3,2.11,157,38,3783433
2023-08-29,combined,ust2y,lev_money,789528,2146463,133327,-1356935,127706,2.9,-2.1,58,59,3783433
2023-08-29,combined,ust2y,other_rept,407760,173205,26643,234555,-9234,94.4,1.68,46,11,3783433
2023-08-29,combined,ust2y,nonrept,267525,158345,,109180,-20629,98.9,1.67,,,3783433
2023-09-05,combined,ust2y,dealer,131293,287654,9047,-156361,65934,14.6,-0.46,30,23,3698767
2023-09-05,combined,ust2y,asset_mgr,1657373,511663,325049,1145710,-89786,96.3,1.82,158,42,3698767
2023-09-05,combined,ust2y,lev_money,809164,2132775,79191,-1323611,33324,3.4,-1.99,62,60,3698767
2023-09-05,combined,ust2y,other_rept,405504,173795,24837,231709,-2846,94.2,1.64,45,11,3698767
2023-09-05,combined,ust2y,nonrept,257308,154757,,102551,-6629,98.5,1.56,,,3698767
2023-09-12,combined,ust2y,dealer,154328,338690,6765,-184362,-28001,8.6,-0.86,39,24,3699476
2023-09-12,combined,ust2y,asset_mgr,1689080,510574,307069,1178506,32796,96.5,1.88,155,42,3699476
2023-09-12,combined,ust2y,lev_money,767859,2097389,93260,-1329530,-5919,3.2,-1.97,60,57,3699476
2023-09-12,combined,ust2y,other_rept,393843,168556,25577,225287,-6422,94.1,1.58,43,11,3699476
2023-09-12,combined,ust2y,nonrept,261695,151597,,110098,7547,99.2,1.67,,,3699476
2023-09-19,combined,ust2y,dealer,153526,350523,7438,-196997,-12635,5.6,-1.03,40,22,3806739
2023-09-19,combined,ust2y,asset_mgr,1718031,538196,313707,1179835,1329,96.5,1.85,154,44,3806739
2023-09-19,combined,ust2y,lev_money,773987,2128771,122585,-1354784,-25254,3.0,-1.99,63,67,3806739
2023-09-19,combined,ust2y,other_rept,430655,172498,26143,258157,32870,96.3,1.79,50,11,3806739
2023-09-19,combined,ust2y,nonrept,260668,146879,,113789,3691,99.2,1.71,,,3806739
2023-09-26,combined,ust2y,dealer,146231,384155,10541,-237924,-40927,1.5,-1.61,36,21,3972952
2023-09-26,combined,ust2y,asset_mgr,1734679,538013,321106,1196666,16831,96.7,1.86,156,44,3972952
2023-09-26,combined,ust2y,lev_money,884271,2242606,140394,-1358335,-3551,2.9,-1.96,69,66,3972952
2023-09-26,combined,ust2y,other_rept,437112,167377,26880,269735,11578,96.8,1.85,48,10,3972952
2023-09-26,combined,ust2y,nonrept,271738,141880,,129858,16069,99.8,1.94,,,3972952
2023-10-03,combined,ust2y,dealer,144205,380033,11605,-235828,2096,1.6,-1.55,38,24,4028941
2023-10-03,combined,ust2y,asset_mgr,1775872,519324,330300,1256548,59882,98.3,1.99,153,41,4028941
2023-10-03,combined,ust2y,lev_money,892067,2321261,132879,-1429194,-70859,2.4,-2.07,65,73,4028941
2023-10-03,combined,ust2y,other_rept,430687,159801,27571,270886,1151,96.8,1.83,49,9,4028941
2023-10-03,combined,ust2y,nonrept,283755,146167,,137588,7730,99.9,2.03,,,4028941
2023-10-10,combined,ust2y,dealer,140466,410119,13829,-269653,-33825,0.5,-1.99,36,29,4101088
2023-10-10,combined,ust2y,asset_mgr,1817386,512927,334073,1304459,47911,99.5,2.08,148,41,4101088
2023-10-10,combined,ust2y,lev_money,933282,2357685,138611,-1424403,4791,2.5,-2.02,62,69,4101088
2023-10-10,combined,ust2y,other_rept,419419,161066,26942,258353,-12533,96.2,1.73,45,10,4101088
2023-10-10,combined,ust2y,nonrept,277081,145836,,131245,-6343,99.7,1.91,,,4101088
2023-10-17,combined,ust2y,dealer,142024,362864,10229,-220840,48813,3.1,-1.29,36,25,4139105
2023-10-17,combined,ust2y,asset_mgr,1899749,525889,287784,1373860,69401,99.9,2.22,152,37,4139105
2023-10-17,combined,ust2y,lev_money,903041,2465588,150488,-1562547,-138144,0.1,-2.24,66,72,4139105
2023-10-17,combined,ust2y,other_rept,446282,161613,27097,284669,26316,97.3,1.88,50,10,4139105
2023-10-17,combined,ust2y,nonrept,272411,147553,,124858,-6387,99.2,1.8,,,4139105
2023-10-24,combined,ust2y,dealer,161396,374911,17794,-213515,7325,3.9,-1.18,39,21,4291327
2023-10-24,combined,ust2y,asset_mgr,1902437,525804,271563,1376633,2773,99.9,2.18,152,39,4291327
2023-10-24,combined,ust2y,lev_money,1064938,2649896,121959,-1584958,-22411,0.1,-2.24,75,63,4291327
2023-10-24,combined,ust2y,other_rept,451454,156884,28833,294570,9901,97.4,1.91,48,13,4291327
2023-10-24,combined,ust2y,nonrept,270952,143683,,127269,2411,99.3,1.81,,,4291327
2023-10-31,combined,ust2y,dealer,127745,360725,21622,-232980,-19465,2.3,-1.43,33,27,4255383
2023-10-31,combined,ust2y,asset_mgr,1942559,511499,274632,1431060,54427,99.9,2.27,156,37,4255383
2023-10-31,combined,ust2y,lev_money,1032266,2638010,104437,-1605744,-20786,0.1,-2.23,71,66,4255383
2023-10-31,combined,ust2y,other_rept,450045,166103,32048,283942,-10628,97.1,1.82,45,14,4255383
2023-10-31,combined,ust2y,nonrept,270029,146307,,123722,-3547,99.0,1.74,,,4255383
2023-11-07,combined,ust2y,dealer,143509,320021,23071,-176512,56468,11.7,-0.64,32,25,4229760
