date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2019-10-08,tff,futonly,ust2y,lev_money,1030251,2196067,71881,-1165816,-37539,4.4,-1.32,68,51,3798118
2019-10-08,tff,futonly,ust2y,other_rept,514219,143827,11712,370392,22093,99.9,1.96,33,11,3798118
2019-10-08,tff,futonly,ust2y,nonrept,205808,93344,,112464,-10936,99.4,2.27,,,3798118
2019-10-15,tff,futonly,ust2y,dealer,70150,248539,16375,-178389,35341,4.5,-1.19,22,27,3894832
2019-10-15,tff,futonly,ust2y,asset_mgr,1693433,742986,282049,950447,53757,95.6,1.09,129,32,3894832
2019-10-15,tff,futonly,ust2y,lev_money,1023799,2199813,146443,-1176014,-10198,4.2,-1.32,65,49,3894832
2019-10-15,tff,futonly,ust2y,other_rept,452003,143685,11940,308318,-62074,97.9,1.61,31,12,3894832
2019-10-15,tff,futonly,ust2y,nonrept,198640,103002,,95638,-16826,98.6,1.92,,,3894832
2019-10-22,tff,futonly,ust2y,dealer,86076,249601,17962,-163525,14864,5.7,-0.92,22,30,3960695
2019-10-22,tff,futonly,ust2y,asset_mgr,1756443,772872,281852,983571,33124,96.2,1.16,131,30,3960695
2019-10-22,tff,futonly,ust2y,lev_money,994909,2215823,161528,-1220914,-44900,3.9,-1.37,72,49,3960695
2019-10-22,tff,futonly,ust2y,other_rept,452665,143362,11655,309303,985,97.9,1.59,32,12,3960695
2019-10-22,tff,futonly,ust2y,nonrept,197605,106040,,91565,-4073,98.2,1.82,,,3960695
2019-10-29,tff,futonly,ust2y,dealer,84614,233690,43830,-149076,14449,7.2,-0.65,22,28,3943158
2019-10-29,tff,futonly,ust2y,asset_mgr,1755758,808391,300807,947367,-36204,95.4,1.05,129,32,3943158
2019-10-29,tff,futonly,ust2y,lev_money,950290,2086033,204075,-1135743,85171,4.8,-1.22,70,47,3943158
2019-10-29,tff,futonly,ust2y,other_rept,397854,142853,10923,255001,-54302,95.5,1.29,29,12,3943158
2019-10-29,tff,futonly,ust2y,nonrept,195007,112556,,82451,-9114,97.4,1.63,,,3943158
2019-11-05,tff,futonly,ust2y,dealer,87232,263719,49304,-176487,-27411,4.8,-1.12,21,28,4067371
2019-11-05,tff,futonly,ust2y,asset_mgr,1838895,800671,306786,1038224,90857,96.6,1.26,129,31,4067371
2019-11-05,tff,futonly,ust2y,lev_money,929992,2127128,252499,-1197136,-61393,4.1,-1.3,68,47,4067371
2019-11-05,tff,futonly,ust2y,other_rept,385979,146215,10976,239764,-15237,94.5,1.2,30,15,4067371
2019-11-05,tff,futonly,ust2y,nonrept,205708,110073,,95635,13184,98.5,1.83,,,4067371
2019-11-12,tff,futonly,ust2y,dealer,93493,264667,65953,-171174,5313,5.3,-1.02,23,27,4123821
2019-11-12,tff,futonly,ust2y,asset_mgr,1803441,814452,323004,988989,-49235,96.2,1.13,123,31,4123821
2019-11-12,tff,futonly,ust2y,lev_money,937015,2077870,299764,-1140855,56281,4.9,-1.19,73,47,4123821
2019-11-12,tff,futonly,ust2y,other_rept,395928,147568,11835,248360,8596,94.8,1.23,32,15,4123821
2019-11-12,tff,futonly,ust2y,nonrept,193388,118708,,74680,-20955,96.1,1.44,,,4123821
2019-11-19,tff,futonly,ust2y,dealer,87584,247198,97963,-159614,11560,6.2,-0.8,24,28,4014548
2019-11-19,tff,futonly,ust2y,asset_mgr,1763559,870107,316841,893452,-95537,94.2,0.88,122,32,4014548
2019-11-19,tff,futonly,ust2y,lev_money,852284,1917858,290525,-1065574,75281,5.9,-1.05,71,50,4014548
2019-11-19,tff,futonly,ust2y,other_rept,402893,154179,8672,248714,354,94.8,1.21,29,16,4014548
2019-11-19,tff,futonly,ust2y,nonrept,194227,111205,,83022,8342,97.4,1.56,,,4014548
2019-11-26,tff,futonly,ust2y,dealer,99159,242755,37555,-143596,16018,8.3,-0.5,23,26,3734713
2019-11-26,tff,futonly,ust2y,asset_mgr,1648122,722623,340376,925499,32047,94.8,0.95,121,32,3734713
2019-11-26,tff,futonly,ust2y,lev_money,821425,1841821,177912,-1020396,45178,6.0,-0.97,70,41,3734713
2019-11-26,tff,futonly,ust2y,other_rept,380945,137368,14476,243577,-5137,94.4,1.17,25,12,3734713
2019-11-26,tff,futonly,ust2y,nonrept,214743,219827,,-5084,-88106,54.1,0.03,,,3734713
2019-12-03,tff,futonly,ust2y,dealer,111054,200606,16502,-89552,54044,26.8,0.48,24,26,3548970
2019-12-03,tff,futonly,ust2y,asset_mgr,1619937,849016,319096,770921,-154578,93.0,0.56,123,30,3548970
2019-12-03,tff,futonly,ust2y,lev_money,825667,1828390,84461,-1002723,17673,6.2,-0.92,71,43,3548970
2019-12-03,tff,futonly,ust2y,other_rept,379464,138564,8162,240900,-2677,94.1,1.14,24,12,3548970
2019-12-03,tff,futonly,ust2y,nonrept,184627,104173,,80454,85538,96.9,1.49,,,3548970
2019-12-10,tff,futonly,ust2y,dealer,90416,217998,14593,-127582,-38030,12.0,-0.2,21,31,3526356
2019-12-10,tff,futonly,ust2y,asset_mgr,1639195,860469,287191,778726,7805,93.1,0.57,119,32,3526356
2019-12-10,tff,futonly,ust2y,lev_money,870466,1821612,68519,-951146,51577,6.3,-0.83,67,43,3526356
2019-12-10,tff,futonly,ust2y,other_rept,363990,144631,3998,219359,-21541,93.5,1.02,27,13,3526356
2019-12-10,tff,futonly,ust2y,nonrept,187988,107345,,80643,189,97.0,1.47,,,3526356
2019-12-17,tff,futonly,ust2y,dealer,81767,241264,9584,-159497,-31915,6.3,-0.78,19,33,3611273
2019-12-17,tff,futonly,ust2y,asset_mgr,1719742,853251,288740,866491,87765,93.8,0.77,122,34,3611273
2019-12-17,tff,futonly,ust2y,lev_money,927404,1907132,58778,-979728,-28582,6.3,-0.86,71,39,3611273
2019-12-17,tff,futonly,ust2y,other_rept,343226,144597,4237,198629,-20730,93.0,0.9,27,14,3611273
2019-12-17,tff,futonly,ust2y,nonrept,177795,103690,,74105,-6538,95.5,1.34,,,3611273
2019-12-24,tff,futonly,ust2y,dealer,102497,260702,8486,-158205,1292,6.6,-0.74,22,31,3639148
2019-12-24,tff,futonly,ust2y,asset_mgr,1730236,871853,300347,858383,-8108,93.7,0.74,121,35,3639148
2019-12-24,tff,futonly,ust2y,lev_money,944698,1895190,47347,-950492,29236,6.6,-0.8,69,42,3639148
2019-12-24,tff,futonly,ust2y,other_rept,327980,144227,1878,183753,-14876,92.9,0.81,27,14,3639148
2019-12-24,tff,futonly,ust2y,nonrept,175679,109118,,66561,-7544,94.3,1.2,,,3639148
2019-12-31,tff,futonly,ust2y,dealer,98362,272695,9566,-174333,-16128,5.0,-1.04,23,31,3580082
2019-12-31,tff,futonly,ust2y,asset_mgr,1735333,882533,289219,852800,-5583,93.4,0.72,121,33,3580082
2019-12-31,tff,futonly,ust2y,lev_money,909646,1835351,34925,-925705,24787,6.7,-0.75,68,45,3580082
2019-12-31,tff,futonly,ust2y,other_rept,330494,145401,1916,185093,1340,92.9,0.8,26,15,3580082
2019-12-31,tff,futonly,ust2y,nonrept,170621,108476,,62145,-4416,93.7,1.11,,,3580082
2020-01-07,tff,futonly,ust2y,dealer,102861,229643,8995,-126782,47551,12.6,-0.12,22,32,3537903
2020-01-07,tff,futonly,ust2y,asset_mgr,1724199,828023,298740,896176,43376,94.3,0.82,120,31,3537903
2020-01-07,tff,futonly,ust2y,lev_money,853143,1863594,44794,-1010451,-84746,6.1,-0.88,64,50,3537903
2020-01-07,tff,futonly,ust2y,other_rept,316973,152730,1835,164243,-20850,92.3,0.69,23,15,3537903
2020-01-07,tff,futonly,ust2y,nonrept,186363,109549,,76814,14669,96.1,1.34,,,3537903
2020-01-14,tff,futonly,ust2y,dealer,92467,225098,13580,-132631,-5849,11.6,-0.23,22,33,3595591
2020-01-14,tff,futonly,ust2y,asset_mgr,1717740,865696,311019,852044,-44132,93.2,0.7,122,33,3595591
2020-01-14,tff,futonly,ust2y,lev_money,908199,1863191,57770,-954992,55459,6.5,-0.78,65,50,3595591
2020-01-14,tff,futonly,ust2y,other_rept,300787,143157,1842,157630,-6613,92.2,0.64,23,13,3595591
2020-01-14,tff,futonly,ust2y,nonrept,192187,114238,,77949,1135,96.1,1.34,,,3595591
2020-01-21,tff,futonly,ust2y,dealer,98736,236194,18501,-137458,-4827,10.3,-0.31,25,30,3655036
2020-01-21,tff,futonly,ust2y,asset_mgr,1710081,924038,315415,786043,-66001,92.5,0.52,123,34,3655036
2020-01-21,tff,futonly,ust2y,lev_money,919607,1819409,87493,-899802,55190,7.1,-0.68,69,50,3655036
2020-01-21,tff,futonly,ust2y,other_rept,308922,141159,7721,167763,10133,92.5,0.69,24,14,3655036
2020-01-21,tff,futonly,ust2y,nonrept,188560,105106,,83454,5505,97.4,1.41,,,3655036
2020-01-28,tff,futonly,ust2y,dealer,69724,221264,38064,-151540,-14082,7.8,-0.57,23,32,3720171
2020-01-28,tff,futonly,ust2y,asset_mgr,1669969,891486,317692,778483,-7560,92.2,0.49,125,32,3720171
2020-01-28,tff,futonly,ust2y,lev_money,917542,1856923,147218,-939381,-39579,7.0,-0.73,68,49,3720171
2020-01-28,tff,futonly,ust2y,other_rept,358868,144068,6184,214800,47037,93.3,0.92,26,13,3720171
2020-01-28,tff,futonly,ust2y,nonrept,194910,97272,,97638,14184,98.7,1.63,,,3720171
2020-02-04,tff,futonly,ust2y,dealer,83191,267526,42960,-184335,-32795,3.7,-1.21,24,29,3883983
2020-02-04,tff,futonly,ust2y,asset_mgr,1623095,919569,322195,703526,-74957,91.0,0.3,123,35,3883983
2020-02-04,tff,futonly,ust2y,lev_money,977444,1834189,247783,-856745,82636,7.5,-0.59,68,47,3883983
2020-02-04,tff,futonly,ust2y,other_rept,381974,130528,13208,251446,36646,95.0,1.1,28,13,3883983
2020-02-04,tff,futonly,ust2y,nonrept,192133,106025,,86108,-11530,97.4,1.41,,,3883983
2020-02-11,tff,futonly,ust2y,dealer,86005,258847,53227,-172842,11493,5.5,-0.97,23,31,3999037
2020-02-11,tff,futonly,ust2y,asset_mgr,1673178,906607,321019,766571,63045,91.7,0.45,124,30,3999037
2020-02-11,tff,futonly,ust2y,lev_money,908901,1871261,330809,-962360,-105615,6.5,-0.75,69,49,3999037
2020-02-11,tff,futonly,ust2y,other_rept,390724,112627,41632,278097,26651,96.4,1.22,29,15,3999037
2020-02-11,tff,futonly,ust2y,nonrept,193542,103008,,90534,4426,97.8,1.46,,,3999037
2020-02-18,tff,futonly,ust2y,dealer,80544,275128,65477,-194584,-21742,2.4,-1.38,24,28,3955228
2020-02-18,tff,futonly,ust2y,asset_mgr,1661973,856110,328626,805863,39292,92.8,0.54,128,32,3955228
2020-02-18,tff,futonly,ust2y,lev_money,868185,1855024,322257,-986839,-24479,6.4,-0.78,63,58,3955228
2020-02-18,tff,futonly,ust2y,other_rept,389673,106489,44138,283184,5087,96.6,1.23,29,16,3955228
2020-02-18,tff,futonly,ust2y,nonrept,194355,101979,,92376,1842,98.0,1.47,,,3955228
2020-02-25,tff,futonly,ust2y,dealer,50122,322855,45073,-272733,-78149,0.1,-2.83,20,29,3598433
2020-02-25,tff,futonly,ust2y,asset_mgr,1533741,785423,392656,748318,-57545,91.4,0.38,122,30,3598433
2020-02-25,tff,futonly,ust2y,lev_money,818497,1625266,160327,-806769,180070,8.3,-0.47,62,53,3598433
2020-02-25,tff,futonly,ust2y,other_rept,354230,109084,8254,245146,-38038,94.2,1.02,27,15,3598433
2020-02-25,tff,futonly,ust2y,nonrept,235533,149495,,86038,-6338,97.0,1.35,,,3598433
2020-03-03,tff,futonly,ust2y,dealer,47973,302060,19082,-254087,18646,0.2,-2.41,16,28,3289006
2020-03-03,tff,futonly,ust2y,asset_mgr,1536824,775583,277884,761241,12923,91.4,0.41,122,32,3289006
2020-03-03,tff,futonly,ust2y,lev_money,828850,1577296,125777,-748446,58323,9.1,-0.37,65,49,3289006
2020-03-03,tff,futonly,ust2y,other_rept,251083,104795,1812,146288,-98858,91.0,0.5,25,13,3289006
2020-03-03,tff,futonly,ust2y,nonrept,199721,104717,,95004,8966,98.1,1.48,,,3289006
2020-03-10,tff,futonly,ust2y,dealer,85592,418127,15377,-332535,-78448,0.1,-3.69,12,32,3332334
2020-03-10,tff,futonly,ust2y,asset_mgr,1509429,806503,278867,702926,-58315,90.3,0.25,123,33,3332334
2020-03-10,tff,futonly,ust2y,lev_money,862394,1522929,93250,-660535,87911,10.0,-0.21,65,53,3332334
2020-03-10,tff,futonly,ust2y,other_rept,289190,106444,1843,182746,36458,92.0,0.68,27,16,3332334
2020-03-10,tff,futonly,ust2y,nonrept,196392,88994,,107398,12394,99.1,1.65,,,3332334
2020-03-17,tff,futonly,ust2y,dealer,55157,424455,15072,-369298,-36763,0.1,-4.09,21,31,3222998
2020-03-17,tff,futonly,ust2y,asset_mgr,1470815,729150,268438,741665,38739,91.2,0.34,122,32,3222998
2020-03-17,tff,futonly,ust2y,lev_money,832994,1497909,74084,-664915,-4380,9.8,-0.21,67,54,3222998
2020-03-17,tff,futonly,ust2y,other_rept,313731,107586,3099,206145,23399,92.4,0.79,24,15,3222998
2020-03-17,tff,futonly,ust2y,nonrept,189608,103205,,86403,-20995,96.9,1.29,,,3222998
2020-03-24,tff,futonly,ust2y,dealer,65008,391724,14869,-326716,42582,0.3,-3.23,18,33,3083123
2020-03-24,tff,futonly,ust2y,asset_mgr,1315648,673627,264223,642021,-99644,89.7,0.08,119,32,3083123
2020-03-24,tff,futonly,ust2y,lev_money,863759,1465743,59737,-601984,62931,10.3,-0.09,59,49,3083123
2020-03-24,tff,futonly,ust2y,other_rept,308889,112733,2523,196156,-9989,92.2,0.73,23,16,3083123
2020-03-24,tff,futonly,ust2y,nonrept,188467,97944,,90523,4120,97.3,1.34,,,3083123
2020-03-31,tff,futonly,ust2y,dealer,75344,310483,9480,-235139,91577,0.9,-1.69,13,32,2854827
2020-03-31,tff,futonly,ust2y,asset_mgr,1224232,670207,269793,554025,-87996,89.0,-0.16,120,30,2854827
2020-03-31,tff,futonly,ust2y,lev_money,756757,1343738,44206,-586981,15003,10.6,-0.06,57,53,2854827
2020-03-31,tff,futonly,ust2y,other_rept,301900,116630,1845,185270,-10886,92.0,0.66,19,18,2854827
2020-03-31,tff,futonly,ust2y,nonrept,171270,88445,,82825,-7698,95.9,1.2,,,2854827
2020-04-07,tff,futonly,ust2y,dealer,44503,309344,9543,-264841,-29702,0.6,-2.13,14,27,2670340
2020-04-07,tff,futonly,ust2y,asset_mgr,1157483,644262,268160,513221,-40804,88.2,-0.27,118,32,2670340
2020-04-07,tff,futonly,ust2y,lev_money,704869,1189401,41421,-484532,102449,10.9,0.12,57,52,2670340
2020-04-07,tff,futonly,ust2y,other_rept,283380,113869,1906,169511,-15759,91.3,0.57,22,17,2670340
2020-04-07,tff,futonly,ust2y,nonrept,159075,92434,,66641,-16184,92.6,0.93,,,2670340
2020-04-14,tff,futonly,ust2y,dealer,50179,313851,9475,-263672,1169,0.8,-2.07,13,29,2655012
2020-04-14,tff,futonly,ust2y,asset_mgr,1153509,621427,276499,532082,18861,88.7,-0.23,114,32,2655012
2020-04-14,tff,futonly,ust2y,lev_money,687691,1174849,44007,-487158,-2626,10.9,0.13,50,57,2655012
2020-04-14,tff,futonly,ust2y,other_rept,271012,117179,1925,153833,-15678,90.5,0.47,20,19,2655012
2020-04-14,tff,futonly,ust2y,nonrept,160715,95800,,64915,-1726,92.0,0.89,,,2655012
2020-04-21,tff,futonly,ust2y,dealer,41620,282288,13828,-240668,23004,1.0,-1.67,11,28,2561519
2020-04-21,tff,futonly,ust2y,asset_mgr,1131502,570884,307994,560618,28536,89.0,-0.16,111,34,2561519
2020-04-21,tff,futonly,ust2y,lev_money,592661,1142411,35351,-549750,-62592,10.7,0.03,49,56,2561519
2020-04-21,tff,futonly,ust2y,other_rept,267208,115292,2396,151916,-1917,90.3,0.45,21,17,2561519
2020-04-21,tff,futonly,ust2y,nonrept,168959,91075,,77884,12969,94.5,1.08,,,2561519
2020-04-28,tff,futonly,ust2y,dealer,71421,246895,17668,-175474,65194,6.4,-0.64,16,28,2502580
2020-04-28,tff,futonly,ust2y,asset_mgr,1099612,565196,296449,534416,-26202,88.6,-0.24,110,33,2502580
2020-04-28,tff,futonly,ust2y,lev_money,571007,1120420,38651,-549413,337,10.8,0.03,53,51,2502580
2020-04-28,tff,futonly,ust2y,other_rept,235928,113856,2124,122072,-29844,87.5,0.29,18,16,2502580
2020-04-28,tff,futonly,ust2y,nonrept,169720,101321,,68399,-9485,92.8,0.92,,,2502580
2020-05-05,tff,futonly,ust2y,dealer,63867,223026,25344,-159159,16315,8.2,-0.38,15,26,2406883
2020-05-05,tff,futonly,ust2y,asset_mgr,1012600,571836,289474,440764,-93652,86.6,-0.49,110,33,2406883
2020-05-05,tff,futonly,ust2y,lev_money,524200,1000028,81528,-475828,73585,11.4,0.17,52,51,2406883
2020-05-05,tff,futonly,ust2y,other_rept,232130,115349,3512,116781,-5291,87.1,0.25,18,18,2406883
2020-05-05,tff,futonly,ust2y,nonrept,174228,96786,,77442,9043,94.4,1.05,,,2406883
2020-05-12,tff,futonly,ust2y,dealer,65076,196520,35619,-131444,27715,13.8,0.07,16,24,2424126
2020-05-12,tff,futonly,ust2y,asset_mgr,997911,570349,287843,427562,-13202,86.5,-0.53,111,34,2424126
2020-05-12,tff,futonly,ust2y,lev_money,523276,1021437,110955,-498161,-22333,11.1,0.14,52,54,2424126
2020-05-12,tff,futonly,ust2y,other_rept,223078,106905,2061,116173,-608,86.9,0.24,16,14,2424126
2020-05-12,tff,futonly,ust2y,nonrept,178307,92437,,85870,8428,96.4,1.17,,,2424126
2020-05-19,tff,futonly,ust2y,dealer,46320,193985,53703,-147665,-16221,10.1,-0.18,12,26,2423438
2020-05-19,tff,futonly,ust2y,asset_mgr,992101,538231,270127,453870,26308,86.7,-0.47,112,33,2423438
2020-05-19,tff,futonly,ust2y,lev_money,549994,965624,113877,-415630,82531,11.7,0.29,51,55,2423438
2020-05-19,tff,futonly,ust2y,other_rept,221141,186773,4547,34368,-81805,72.6,-0.21,19,16,2423438
2020-05-19,tff,futonly,ust2y,nonrept,171628,96571,,75057,-10813,93.6,0.99,,,2423438
2020-05-26,tff,futonly,ust2y,dealer,48215,250802,53418,-202587,-54922,2.9,-1.05,12,27,2389227
2020-05-26,tff,futonly,ust2y,asset_mgr,962046,511612,276342,450434,-3436,86.6,-0.48,109,31,2389227
2020-05-26,tff,futonly,ust2y,lev_money,475267,857929,159476,-382662,32968,12.0,0.35,55,39,2389227
2020-05-26,tff,futonly,ust2y,other_rept,202312,110211,4827,92101,57733,83.9,0.1,19,12,2389227
2020-05-26,tff,futonly,ust2y,nonrept,207324,164610,,42714,-32343,83.5,0.46,,,2389227
2020-06-02,tff,futonly,ust2y,dealer,43748,259569,12891,-215821,-13234,1.8,-1.24,10,26,2226036
2020-06-02,tff,futonly,ust2y,asset_mgr,960133,537844,249634,422289,-28145,86.1,-0.56,110,35,2226036
2020-06-02,tff,futonly,ust2y,lev_money,474693,863819,111604,-389126,-6464,12.0,0.35,50,42,2226036
2020-06-02,tff,futonly,ust2y,other_rept,202127,93672,902,108455,16354,86.1,0.18,16,11,2226036
2020-06-02,tff,futonly,ust2y,nonrept,170304,96101,,74203,31489,93.4,0.95,,,2226036
2020-06-09,tff,futonly,ust2y,dealer,44545,221894,8866,-177349,38472,6.4,-0.62,6,25,2122515
2020-06-09,tff,futonly,ust2y,asset_mgr,1001036,536380,252324,464656,42367,86.8,-0.45,107,32,2122515
2020-06-09,tff,futonly,ust2y,lev_money,382974,807811,66496,-424837,-35711,11.7,0.29,46,40,2122515
2020-06-09,tff,futonly,ust2y,other_rept,190934,93677,1029,97257,-11198,84.6,0.11,16,15,2122515
2020-06-09,tff,futonly,ust2y,nonrept,174311,134038,,40273,-33930,82.3,0.4,,,2122515
2020-06-16,tff,futonly,ust2y,dealer,53358,255706,7437,-202348,-24999,3.3,-1.01,10,26,2140324
2020-06-16,tff,futonly,ust2y,asset_mgr,1021453,512365,253507,509088,44432,87.8,-0.34,109,27,2140324
2020-06-16,tff,futonly,ust2y,lev_money,366933,869910,60311,-502977,-78140,11.0,0.16,47,38,2140324
2020-06-16,tff,futonly,ust2y,other_rept,197582,86074,1029,111508,14251,86.5,0.18,17,12,2140324
2020-06-16,tff,futonly,ust2y,nonrept,178714,93985,,84729,44456,96.1,1.1,,,2140324
2020-06-23,tff,futonly,ust2y,dealer,50479,240664,14747,-190185,12163,4.4,-0.8,11,30,2101874
2020-06-23,tff,futonly,ust2y,asset_mgr,1020994,494795,244375,526199,17111,88.5,-0.3,109,28,2101874
2020-06-23,tff,futonly,ust2y,lev_money,352162,889624,45280,-537462,-34485,10.8,0.1,47,42,2101874
2020-06-23,tff,futonly,ust2y,other_rept,196228,79473,1081,116755,5247,87.1,0.2,20,10,2101874
2020-06-23,tff,futonly,ust2y,nonrept,176528,91835,,84693,-36,96.0,1.09,,,2101874
2020-06-30,tff,futonly,ust2y,dealer,49253,241806,8967,-192553,-2368,4.3,-0.83,11,27,2116752
2020-06-30,tff,futonly,ust2y,asset_mgr,1019269,473722,247754,545547,19348,88.9,-0.25,109,26,2116752
2020-06-30,tff,futonly,ust2y,lev_money,378474,936402,36903,-557928,-20466,10.6,0.07,50,40,2116752
2020-06-30,tff,futonly,ust2y,other_rept,198003,76259,1108,121744,4989,87.5,0.22,19,10,2116752
2020-06-30,tff,futonly,ust2y,nonrept,177021,93831,,83190,-1503,95.7,1.05,,,2116752
2020-07-07,tff,futonly,ust2y,dealer,45869,235492,12457,-189623,2930,4.7,-0.77,9,31,2085770
2020-07-07,tff,futonly,ust2y,asset_mgr,1023454,495191,247664,528263,-17284,88.4,-0.31,109,29,2085770
2020-07-07,tff,futonly,ust2y,lev_money,356152,903229,21903,-547077,10851,11.0,0.1,47,42,2085770
2020-07-07,tff,futonly,ust2y,other_rept,200120,75442,1067,124678,2934,87.7,0.23,19,9,2085770
2020-07-07,tff,futonly,ust2y,nonrept,177084,93325,,83759,569,95.9,1.05,,,2085770
2020-07-14,tff,futonly,ust2y,dealer,52812,240106,8894,-187294,2329,5.1,-0.73,11,29,2096190
2020-07-14,tff,futonly,ust2y,asset_mgr,1026286,486328,245555,539958,11695,88.8,-0.28,109,29,2096190
2020-07-14,tff,futonly,ust2y,lev_money,360453,927464,19366,-567011,-19934,10.5,0.07,48,40,2096190
2020-07-14,tff,futonly,ust2y,other_rept,205234,75997,1076,129237,4559,88.4,0.25,20,9,2096190
2020-07-14,tff,futonly,ust2y,nonrept,176514,91404,,85110,1351,96.1,1.05,,,2096190
2020-07-21,tff,futonly,ust2y,dealer,58560,241350,7476,-182790,4504,6.3,-0.64,10,28,2120532
2020-07-21,tff,futonly,ust2y,asset_mgr,1037009,500341,244106,536668,-3290,88.5,-0.3,113,27,2120532
2020-07-21,tff,futonly,ust2y,lev_money,360943,933158,19403,-572215,-5204,10.5,0.07,45,43,2120532
2020-07-21,tff,futonly,ust2y,other_rept,215081,76225,1077,138856,9619,89.8,0.29,22,9,2120532
2020-07-21,tff,futonly,ust2y,nonrept,176877,97396,,79481,-5629,94.1,0.95,,,2120532
2020-07-28,tff,futonly,ust2y,dealer,65748,257212,10169,-191464,-8674,4.4,-0.78,11,28,2116365
2020-07-28,tff,futonly,ust2y,asset_mgr,1027058,466678,254340,560380,23712,89.1,-0.24,112,25,2116365
2020-07-28,tff,futonly,ust2y,lev_money,347440,939423,19906,-591983,-19768,10.4,0.04,45,48,2116365
2020-07-28,tff,futonly,ust2y,other_rept,214834,76235,1107,138599,-257,89.5,0.28,23,9,2116365
2020-07-28,tff,futonly,ust2y,nonrept,175763,91295,,84468,4987,95.7,1.02,,,2116365
2020-08-04,tff,futonly,ust2y,dealer,72227,239762,8254,-167535,23929,8.7,-0.38,14,25,2209759
2020-08-04,tff,futonly,ust2y,asset_mgr,1043145,468720,257995,574425,14045,89.4,-0.21,111,28,2209759
2020-08-04,tff,futonly,ust2y,lev_money,388362,1032745,18083,-644383,-52400,9.9,-0.05,51,46,2209759
2020-08-04,tff,futonly,ust2y,other_rept,221139,75920,1389,145219,6620,90.2,0.31,22,9,2209759
2020-08-04,tff,futonly,ust2y,nonrept,199165,106891,,92274,7806,97.6,1.13,,,2209759
2020-08-11,tff,futonly,ust2y,dealer,68595,237806,9130,-169211,-1676,8.6,-0.4,13,27,2167428
2020-08-11,tff,futonly,ust2y,asset_mgr,1049189,491116,258133,558073,-16352,88.9,-0.26,109,30,2167428
2020-08-11,tff,futonly,ust2y,lev_money,356868,973429,23123,-616561,27822,10.1,0.01,47,46,2167428
2020-08-11,tff,futonly,ust2y,other_rept,227160,76372,1389,150788,5569,90.3,0.33,23,9,2167428
2020-08-11,tff,futonly,ust2y,nonrept,173841,96930,,76911,-15363,93.2,0.87,,,2167428
2020-08-18,tff,futonly,ust2y,dealer,75094,201526,9027,-126432,42779,16.4,0.31,14,27,2102067
2020-08-18,tff,futonly,ust2y,asset_mgr,1009540,511779,257274,497761,-60312,86.4,-0.43,105,28,2102067
2020-08-18,tff,futonly,ust2y,lev_money,343743,918945,29225,-575202,41359,10.9,0.09,49,46,2102067
2020-08-18,tff,futonly,ust2y,other_rept,204708,76637,1390,128071,-22717,87.7,0.19,23,9,2102067
2020-08-18,tff,futonly,ust2y,nonrept,172066,96264,,75802,-1109,92.6,0.84,,,2102067
2020-08-25,tff,futonly,ust2y,dealer,71250,190454,25227,-119204,7228,18.8,0.42,13,25,2133318
2020-08-25,tff,futonly,ust2y,asset_mgr,952682,462989,260040,489693,-8068,86.2,-0.46,107,28,2133318
2020-08-25,tff,futonly,ust2y,lev_money,363391,933735,73883,-570344,4858,11.1,0.11,54,44,2133318
2020-08-25,tff,futonly,ust2y,other_rept,197011,74189,5593,122822,-5249,86.9,0.15,22,9,2133318
2020-08-25,tff,futonly,ust2y,nonrept,184241,107208,,77033,1231,93.2,0.85,,,2133318
2020-09-01,tff,futonly,ust2y,dealer,59618,167013,10917,-107395,11809,22.4,0.61,15,24,2047506
2020-09-01,tff,futonly,ust2y,asset_mgr,924331,483883,251485,440448,-49245,84.9,-0.61,106,26,2047506
2020-09-01,tff,futonly,ust2y,lev_money,362469,883291,86752,-520822,49522,12.2,0.21,52,41,2047506
2020-09-01,tff,futonly,ust2y,other_rept,183451,69694,867,113757,-9065,85.4,0.09,20,7,2047506
2020-09-01,tff,futonly,ust2y,nonrept,167616,93604,,74012,-3021,91.6,0.8,,,2047506
2020-09-08,tff,futonly,ust2y,dealer,36290,162701,5859,-126411,-19016,16.5,0.3,14,25,1989678
2020-09-08,tff,futonly,ust2y,asset_mgr,930767,446830,260265,483937,43489,85.8,-0.5,106,26,1989678
2020-09-08,tff,futonly,ust2y,lev_money,326977,873450,74388,-546473,-25651,11.9,0.17,50,40,1989678
2020-09-08,tff,futonly,ust2y,other_rept,184395,70837,889,113558,-199,85.3,0.08,20,7,1989678
2020-09-08,tff,futonly,ust2y,nonrept,169848,94459,,75389,1377,92.3,0.81,,,1989678
2020-09-15,tff,futonly,ust2y,dealer,45512,154368,8900,-108856,17555,22.2,0.59,15,22,1991623
2020-09-15,tff,futonly,ust2y,asset_mgr,952680,474193,261373,478487,-5450,85.6,-0.52,107,28,1991623
2020-09-15,tff,futonly,ust2y,lev_money,311981,874149,59726,-562168,-15695,11.3,0.15,51,38,1991623
2020-09-15,tff,futonly,ust2y,other_rept,183754,71403,889,112351,-1207,85.2,0.06,20,7,1991623
2020-09-15,tff,futonly,ust2y,nonrept,166808,86622,,80186,4797,94.2,0.87,,,1991623
2020-09-22,tff,futonly,ust2y,dealer,35045,180818,9121,-145773,-36917,11.7,-0.01,12,27,2024498
