date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2006-09-12,tff,combined,ust2y,lev_money,49949,219297,21679,-169348,-29637,,,21,33,692691
2006-09-12,tff,combined,ust2y,other_rept,76148,31069,4481,45079,12569,,,16,11,692691
2006-09-12,tff,combined,ust2y,nonrept,149500,109774,,39726,-67,,,,,692691
2006-09-19,tff,combined,ust2y,dealer,66393,153683,18799,-87290,513,,,18,19,695688
2006-09-19,tff,combined,ust2y,asset_mgr,273098,95529,26949,177569,5223,,,36,20,695688
2006-09-19,tff,combined,ust2y,lev_money,62145,226213,21540,-164068,5280,,,21,34,695688
2006-09-19,tff,combined,ust2y,other_rept,76127,35844,4824,40283,-4796,,,18,14,695688
2006-09-19,tff,combined,ust2y,nonrept,145814,112308,,33506,-6220,,,,,695688
2006-09-26,tff,combined,ust2y,dealer,72789,123317,20047,-50528,36762,,,24,19,693104
2006-09-26,tff,combined,ust2y,asset_mgr,259922,130339,31124,129583,-47986,,,33,22,693104
2006-09-26,tff,combined,ust2y,lev_money,79209,218983,17168,-139774,24294,,,23,32,693104
2006-09-26,tff,combined,ust2y,other_rept,57040,30077,6769,26963,-13320,,,18,12,693104
2006-09-26,tff,combined,ust2y,nonrept,149036,115280,,33756,250,,,,,693104
2006-10-03,tff,combined,ust2y,dealer,82739,131431,17987,-48692,1836,,,24,17,711388
2006-10-03,tff,combined,ust2y,asset_mgr,275637,131793,34512,143844,14261,,,35,21,711388
2006-10-03,tff,combined,ust2y,lev_money,85458,222726,16565,-137268,2506,,,28,29,711388
2006-10-03,tff,combined,ust2y,other_rept,39603,44683,6062,-5080,-32043,,,19,11,711388
2006-10-03,tff,combined,ust2y,nonrept,152826,105629,,47197,13441,,,,,711388
2006-10-10,tff,combined,ust2y,dealer,84336,120083,14829,-35747,12945,,,23,14,692002
2006-10-10,tff,combined,ust2y,asset_mgr,273258,131155,38008,142103,-1741,,,35,21,692002
2006-10-10,tff,combined,ust2y,lev_money,80429,217171,16151,-136742,526,,,28,27,692002
2006-10-10,tff,combined,ust2y,other_rept,33936,48556,3579,-14620,-9540,,,15,13,692002
2006-10-10,tff,combined,ust2y,nonrept,147475,102469,,45006,-2191,,,,,692002
2006-10-17,tff,combined,ust2y,dealer,82379,105523,19991,-23144,12603,,,20,14,702761
2006-10-17,tff,combined,ust2y,asset_mgr,271274,138723,31883,132551,-9552,,,36,22,702761
2006-10-17,tff,combined,ust2y,lev_money,84613,220973,16511,-136360,382,,,26,29,702761
2006-10-17,tff,combined,ust2y,other_rept,34824,45726,3437,-10902,3718,,,14,13,702761
2006-10-17,tff,combined,ust2y,nonrept,157849,119993,,37856,-7150,,,,,702761
2006-10-24,tff,combined,ust2y,dealer,80297,93204,13712,-12907,10237,,,20,14,699374
2006-10-24,tff,combined,ust2y,asset_mgr,259071,141132,40342,117939,-14612,,,34,23,699374
2006-10-24,tff,combined,ust2y,lev_money,82825,212180,18394,-129355,7005,,,23,33,699374
2006-10-24,tff,combined,ust2y,other_rept,53649,44273,3869,9376,20278,,,13,14,699374
2006-10-24,tff,combined,ust2y,nonrept,147216,132269,,14947,-22909,,,,,699374
2006-10-31,tff,combined,ust2y,dealer,72831,107809,19562,-34978,-22071,,,17,18,683452
2006-10-31,tff,combined,ust2y,asset_mgr,260647,138275,38296,122372,4433,,,32,24,683452
2006-10-31,tff,combined,ust2y,lev_money,78095,202395,13441,-124300,5055,,,24,27,683452
2006-10-31,tff,combined,ust2y,other_rept,53208,42876,2725,10332,956,,,13,13,683452
2006-10-31,tff,combined,ust2y,nonrept,144647,118073,,26574,11627,,,,,683452
2006-11-07,tff,combined,ust2y,dealer,78998,99636,21734,-20638,14340,,,16,12,672534
2006-11-07,tff,combined,ust2y,asset_mgr,256942,142450,37829,114492,-7880,,,32,26,672534
2006-11-07,tff,combined,ust2y,lev_money,76263,186111,13320,-109848,14452,,,24,26,672534
2006-11-07,tff,combined,ust2y,other_rept,46195,47039,2078,-844,-11176,,,14,13,672534
2006-11-07,tff,combined,ust2y,nonrept,139174,122337,,16837,-9737,,,,,672534
2006-11-14,tff,combined,ust2y,dealer,92326,99184,30915,-6858,13780,,,18,15,685964
2006-11-14,tff,combined,ust2y,asset_mgr,255271,138834,41903,116437,1945,,,32,27,685964
2006-11-14,tff,combined,ust2y,lev_money,76352,185947,15723,-109595,253,,,23,28,685964
2006-11-14,tff,combined,ust2y,other_rept,29706,43421,4772,-13715,-12871,,,14,15,685964
2006-11-14,tff,combined,ust2y,nonrept,138996,125264,,13732,-3105,,,,,685964
2006-11-21,tff,combined,ust2y,dealer,109377,129426,41402,-20049,-13191,,,23,12,738086
2006-11-21,tff,combined,ust2y,asset_mgr,259371,107482,45565,151889,35452,,,31,25,738086
2006-11-21,tff,combined,ust2y,lev_money,58137,207879,44255,-149742,-40147,,,17,31,738086
2006-11-21,tff,combined,ust2y,other_rept,43687,38830,3635,4857,18572,,,17,11,738086
2006-11-21,tff,combined,ust2y,nonrept,132657,119612,,13045,-687,,,,,738086
2006-11-28,tff,combined,ust2y,dealer,102024,149608,45714,-47584,-27535,,,22,15,798959
2006-11-28,tff,combined,ust2y,asset_mgr,252473,102591,54119,149882,-2007,,,32,24,798959
2006-11-28,tff,combined,ust2y,lev_money,62592,208451,64941,-145859,3883,,,18,30,798959
2006-11-28,tff,combined,ust2y,other_rept,38684,39434,2066,-750,-5607,,,14,12,798959
2006-11-28,tff,combined,ust2y,nonrept,176348,132036,,44312,31267,,,,,798959
2006-12-05,tff,combined,ust2y,dealer,91113,159507,32715,-68394,-20810,,,16,17,765852
2006-12-05,tff,combined,ust2y,asset_mgr,261687,108193,34346,153494,3612,,,31,23,765852
2006-12-05,tff,combined,ust2y,lev_money,86870,197380,41136,-110510,35349,,,25,31,765852
2006-12-05,tff,combined,ust2y,other_rept,40674,43029,1610,-2355,-1605,,,16,13,765852
2006-12-05,tff,combined,ust2y,nonrept,175700,147937,,27763,-16549,,,,,765852
2006-12-12,tff,combined,ust2y,dealer,93126,148790,26233,-55664,12730,,,17,19,716088
2006-12-12,tff,combined,ust2y,asset_mgr,265670,114701,32122,150969,-2525,,,31,23,716088
2006-12-12,tff,combined,ust2y,lev_money,78292,202658,24436,-124366,-13856,,,22,33,716088
2006-12-12,tff,combined,ust2y,other_rept,53175,53531,1779,-356,1999,,,18,13,716088
2006-12-12,tff,combined,ust2y,nonrept,141255,111838,,29417,1654,,,,,716088
2006-12-19,tff,combined,ust2y,dealer,106926,139436,25356,-32510,23154,,,21,16,716001
2006-12-19,tff,combined,ust2y,asset_mgr,273360,117710,30485,155650,4681,,,34,21,716001
2006-12-19,tff,combined,ust2y,lev_money,63247,203819,15491,-140572,-16206,,,15,30,716001
2006-12-19,tff,combined,ust2y,other_rept,57555,59245,1764,-1690,-1334,,,18,14,716001
2006-12-19,tff,combined,ust2y,nonrept,141817,122695,,19122,-10295,,,,,716001
2006-12-26,tff,combined,ust2y,dealer,110940,143840,24146,-32900,-390,,,22,15,718501
2006-12-26,tff,combined,ust2y,asset_mgr,282264,120156,30553,162108,6458,,,33,22,718501
2006-12-26,tff,combined,ust2y,lev_money,71902,202278,15890,-130376,10196,,,21,27,718501
2006-12-26,tff,combined,ust2y,other_rept,56795,69241,823,-12446,-10756,,,17,13,718501
2006-12-26,tff,combined,ust2y,nonrept,125187,111574,,13613,-5509,,,,,718501
2007-01-03,tff,combined,ust2y,dealer,124295,153597,27775,-29302,3598,,,20,14,758453
2007-01-03,tff,combined,ust2y,asset_mgr,290286,121974,32140,168312,6204,,,34,21,758453
2007-01-03,tff,combined,ust2y,lev_money,72010,200370,16408,-128360,2016,,,19,26,758453
2007-01-03,tff,combined,ust2y,other_rept,63214,78074,983,-14860,-2414,,,19,13,758453
2007-01-03,tff,combined,ust2y,nonrept,131342,127131,,4211,-9402,,,,,758453
2007-01-09,tff,combined,ust2y,dealer,114995,157725,33363,-42730,-13428,,,23,17,794141
2007-01-09,tff,combined,ust2y,asset_mgr,295761,115726,33510,180035,11723,,,37,21,794141
2007-01-09,tff,combined,ust2y,lev_money,87955,222843,15790,-134888,-6528,,,18,25,794141
2007-01-09,tff,combined,ust2y,other_rept,66459,80513,1368,-14054,806,,,18,14,794141
2007-01-09,tff,combined,ust2y,nonrept,144941,133303,,11638,7427,,,,,794141
2007-01-16,tff,combined,ust2y,dealer,101582,155702,25904,-54120,-11390,,,23,16,771272
2007-01-16,tff,combined,ust2y,asset_mgr,300567,118115,36661,182452,2417,,,38,21,771272
2007-01-16,tff,combined,ust2y,lev_money,100105,228102,14775,-127997,6891,,,18,30,771272
2007-01-16,tff,combined,ust2y,other_rept,69012,80045,2460,-11033,3021,,,20,15,771272
2007-01-16,tff,combined,ust2y,nonrept,120207,109509,,10698,-940,,,,,771272
2007-01-23,tff,combined,ust2y,dealer,105142,138696,24030,-33554,20566,,,26,16,774553
2007-01-23,tff,combined,ust2y,asset_mgr,289274,124368,38522,164906,-17546,,,37,22,774553
2007-01-23,tff,combined,ust2y,lev_money,105921,234788,15825,-128867,-870,,,17,35,774553
2007-01-23,tff,combined,ust2y,other_rept,65160,76164,2239,-11004,29,,,17,14,774553
2007-01-23,tff,combined,ust2y,nonrept,128441,119922,,8519,-2179,,,,,774553
2007-01-30,tff,combined,ust2y,dealer,143094,149249,21135,-6155,27399,,,29,16,806962
2007-01-30,tff,combined,ust2y,asset_mgr,276218,131788,45213,144430,-20476,,,33,24,806962
2007-01-30,tff,combined,ust2y,lev_money,109618,242527,15958,-132909,-4042,,,20,34,806962
2007-01-30,tff,combined,ust2y,other_rept,66719,69881,2684,-3162,7842,,,19,14,806962
2007-01-30,tff,combined,ust2y,nonrept,126324,128527,,-2203,-10722,,,,,806962
2007-02-06,tff,combined,ust2y,dealer,180598,150433,26325,30165,36320,,,25,18,838979
2007-02-06,tff,combined,ust2y,asset_mgr,278145,108768,58893,169377,24947,,,31,22,838979
2007-02-06,tff,combined,ust2y,lev_money,68102,271249,20750,-203147,-70238,,,21,39,838979
2007-02-06,tff,combined,ust2y,other_rept,69621,72264,3097,-2643,519,,,20,15,838979
2007-02-06,tff,combined,ust2y,nonrept,133448,127201,,6247,8450,,,,,838979
2007-02-13,tff,combined,ust2y,dealer,160145,154939,21594,5206,-24959,,,28,19,821042
2007-02-13,tff,combined,ust2y,asset_mgr,281386,128500,58586,152886,-16491,,,30,24,821042
2007-02-13,tff,combined,ust2y,lev_money,96506,272526,27820,-176020,27127,,,19,41,821042
2007-02-13,tff,combined,ust2y,other_rept,57041,48972,2958,8069,10712,,,17,13,821042
2007-02-13,tff,combined,ust2y,nonrept,115006,105149,,9857,3610,,,,,821042
2007-02-20,tff,combined,ust2y,dealer,172946,169099,21947,3847,-1359,,,23,21,852208
2007-02-20,tff,combined,ust2y,asset_mgr,282647,127585,69981,155062,2176,,,30,24,852208
2007-02-20,tff,combined,ust2y,lev_money,97605,276408,29504,-178803,-2783,,,17,40,852208
2007-02-20,tff,combined,ust2y,other_rept,56588,49116,4251,7472,-597,,,17,11,852208
2007-02-20,tff,combined,ust2y,nonrept,116740,104318,,12422,2565,,,,,852208
2007-02-27,tff,combined,ust2y,dealer,129713,112524,59908,17189,13342,,,21,21,879063
2007-02-27,tff,combined,ust2y,asset_mgr,269355,136731,65206,132624,-22438,,,29,24,879063
2007-02-27,tff,combined,ust2y,lev_money,100057,272218,62774,-172161,6642,,,20,36,879063
2007-02-27,tff,combined,ust2y,other_rept,43626,41324,6798,2302,-5170,,,17,10,879063
2007-02-27,tff,combined,ust2y,nonrept,141626,121579,,20047,7625,,,,,879063
2007-03-06,tff,combined,ust2y,dealer,115314,150639,28760,-35325,-52514,,,20,26,850442
2007-03-06,tff,combined,ust2y,asset_mgr,313455,165887,65859,147568,14944,,,33,21,850442
2007-03-06,tff,combined,ust2y,lev_money,109642,267216,28917,-157574,14587,,,23,33,850442
2007-03-06,tff,combined,ust2y,other_rept,47076,37326,2655,9750,7448,,,21,11,850442
2007-03-06,tff,combined,ust2y,nonrept,138765,103183,,35582,15535,,,,,850442
2007-03-13,tff,combined,ust2y,dealer,117050,156322,27743,-39272,-3947,,,25,28,854561
2007-03-13,tff,combined,ust2y,asset_mgr,327422,210414,71477,117008,-30560,,,34,23,854561
2007-03-13,tff,combined,ust2y,lev_money,132096,233194,30293,-101098,56476,,,20,34,854561
2007-03-13,tff,combined,ust2y,other_rept,48067,41003,2712,7064,-2686,,,17,12,854561
2007-03-13,tff,combined,ust2y,nonrept,97702,81404,,16298,-19284,,,,,854561
2007-03-20,tff,combined,ust2y,dealer,144418,143737,28461,681,39953,,,22,30,920008
2007-03-20,tff,combined,ust2y,asset_mgr,330729,259759,65851,70970,-46038,,,35,21,920008
2007-03-20,tff,combined,ust2y,lev_money,134882,254534,23559,-119652,-18554,,,23,31,920008
2007-03-20,tff,combined,ust2y,other_rept,54034,33168,3353,20866,13802,,,19,9,920008
2007-03-20,tff,combined,ust2y,nonrept,134722,107587,,27135,10837,,,,,920008
2007-03-27,tff,combined,ust2y,dealer,171898,128555,29725,43343,42662,,,31,27,965139
2007-03-27,tff,combined,ust2y,asset_mgr,346351,292703,71687,53648,-17322,,,36,22,965139
2007-03-27,tff,combined,ust2y,lev_money,124274,284182,16694,-159908,-40256,,,27,28,965139
2007-03-27,tff,combined,ust2y,other_rept,64345,36434,3479,27911,7045,,,19,11,965139
2007-03-27,tff,combined,ust2y,nonrept,136686,101680,,35006,7871,,,,,965139
2007-04-03,tff,combined,ust2y,dealer,156565,102511,21927,54054,10711,,,27,24,957918
2007-04-03,tff,combined,ust2y,asset_mgr,354743,300290,71589,54453,805,,,38,22,957918
2007-04-03,tff,combined,ust2y,lev_money,116343,321626,14468,-205283,-45375,,,26,32,957918
2007-04-03,tff,combined,ust2y,other_rept,71158,36712,2842,34446,6535,,,21,9,957918
2007-04-03,tff,combined,ust2y,nonrept,148283,85954,,62329,27323,,,,,957918
2007-04-10,tff,combined,ust2y,dealer,136118,146376,26395,-10258,-64312,,,27,29,1007144
2007-04-10,tff,combined,ust2y,asset_mgr,384228,277493,79470,106735,52282,,,46,18,1007144
2007-04-10,tff,combined,ust2y,lev_money,141465,328074,16329,-186609,18674,,,28,37,1007144
2007-04-10,tff,combined,ust2y,other_rept,70414,35882,2646,34532,86,,,20,7,1007144
2007-04-10,tff,combined,ust2y,nonrept,150080,94479,,55601,-6728,,,,,1007144
2007-04-17,tff,combined,ust2y,dealer,111751,103173,42348,8578,18836,,,26,24,1008332
2007-04-17,tff,combined,ust2y,asset_mgr,400608,325707,73772,74901,-31834,,,42,19,1008332
2007-04-17,tff,combined,ust2y,lev_money,145047,309751,18603,-164704,21905,,,28,38,1008332
2007-04-17,tff,combined,ust2y,other_rept,71239,46236,2661,25003,-9529,,,20,10,1008332
2007-04-17,tff,combined,ust2y,nonrept,142303,86081,,56222,621,,,,,1008332
2007-04-24,tff,combined,ust2y,dealer,161713,91591,23347,70122,61544,,,33,20,1031372
2007-04-24,tff,combined,ust2y,asset_mgr,434355,317091,70932,117264,42363,,,47,19,1031372
2007-04-24,tff,combined,ust2y,lev_money,113912,377589,14085,-263677,-98973,,,30,33,1031372
2007-04-24,tff,combined,ust2y,other_rept,71236,47869,2709,23367,-1636,,,20,11,1031372
2007-04-24,tff,combined,ust2y,nonrept,139083,86159,,52924,-3298,,,,,1031372
2007-05-01,tff,combined,ust2y,dealer,155872,104580,46474,51292,-18830,,,32,20,1118102
2007-05-01,tff,combined,ust2y,asset_mgr,450339,293960,69158,156379,39115,,,47,19,1118102
2007-05-01,tff,combined,ust2y,lev_money,125707,421468,36451,-295761,-32084,,,25,35,1118102
2007-05-01,tff,combined,ust2y,other_rept,81646,47411,3574,34235,10868,,,20,12,1118102
2007-05-01,tff,combined,ust2y,nonrept,148881,95025,,53856,932,,,,,1118102
2007-05-08,tff,combined,ust2y,dealer,132171,116462,54187,15709,-35583,,,38,18,1105897
2007-05-08,tff,combined,ust2y,asset_mgr,427993,212911,92214,215082,58703,,,46,21,1105897
2007-05-08,tff,combined,ust2y,lev_money,127555,459505,36998,-331950,-36189,,,24,38,1105897
2007-05-08,tff,combined,ust2y,other_rept,88140,39370,3200,48770,14535,,,24,10,1105897
2007-05-08,tff,combined,ust2y,nonrept,143440,91049,,52391,-1465,,,,,1105897
2007-05-15,tff,combined,ust2y,dealer,151928,129875,54729,22053,6344,,,37,18,1149849
2007-05-15,tff,combined,ust2y,asset_mgr,419767,232304,80352,187463,-27619,,,47,25,1149849
2007-05-15,tff,combined,ust2y,lev_money,146135,468926,52445,-322791,9159,,,26,37,1149849
2007-05-15,tff,combined,ust2y,other_rept,90489,38395,2459,52094,3324,,,23,10,1149849
2007-05-15,tff,combined,ust2y,nonrept,151544,90364,,61180,8789,,,,,1149849
2007-05-22,tff,combined,ust2y,dealer,121351,199448,123606,-78097,-100150,,,37,22,1244475
2007-05-22,tff,combined,ust2y,asset_mgr,409161,250792,85031,158369,-29094,,,48,21,1244475
2007-05-22,tff,combined,ust2y,lev_money,132639,397866,78953,-265227,57564,,,28,33,1244475
2007-05-22,tff,combined,ust2y,other_rept,78018,27617,2227,50401,-1693,,,21,10,1244475
2007-05-22,tff,combined,ust2y,nonrept,213489,78935,,134554,73374,,,,,1244475
2007-05-29,tff,combined,ust2y,dealer,118560,208128,97799,-89568,-11471,,,32,20,1163571
2007-05-29,tff,combined,ust2y,asset_mgr,421037,167602,67771,253435,95066,,,51,16,1163571
2007-05-29,tff,combined,ust2y,lev_money,115755,363401,81336,-247646,17581,,,21,32,1163571
2007-05-29,tff,combined,ust2y,other_rept,61174,22903,1307,38271,-12130,,,16,7,1163571
2007-05-29,tff,combined,ust2y,nonrept,198833,153325,,45508,-89046,,,,,1163571
2007-06-05,tff,combined,ust2y,dealer,120197,256586,50484,-136389,-46821,,,31,15,1001346
2007-06-05,tff,combined,ust2y,asset_mgr,425534,172225,67875,253309,-126,,,49,20,1001346
2007-06-05,tff,combined,ust2y,lev_money,118039,299342,19828,-181303,66343,,,22,28,1001346
2007-06-05,tff,combined,ust2y,other_rept,56180,32984,1693,23196,-15075,,,16,12,1001346
2007-06-05,tff,combined,ust2y,nonrept,141516,100329,,41187,-4321,,,,,1001346
2007-06-12,tff,combined,ust2y,dealer,135517,288051,41135,-152534,-16145,,,27,21,985301
2007-06-12,tff,combined,ust2y,asset_mgr,363779,158741,70342,205038,-48271,,,42,23,985301
2007-06-12,tff,combined,ust2y,lev_money,127298,276409,17998,-149111,32192,,,23,30,985301
2007-06-12,tff,combined,ust2y,other_rept,77196,32727,3014,44469,21273,,,17,11,985301
2007-06-12,tff,combined,ust2y,nonrept,149022,96884,,52138,10951,,,,,985301
2007-06-19,tff,combined,ust2y,dealer,96611,281432,43953,-184821,-32287,,,28,21,953730
2007-06-19,tff,combined,ust2y,asset_mgr,381563,174794,80637,206769,1731,,,43,25,953730
2007-06-19,tff,combined,ust2y,lev_money,135652,231099,10905,-95447,53664,,,30,28,953730
2007-06-19,tff,combined,ust2y,other_rept,74604,41879,2179,32725,-11744,,,15,13,953730
2007-06-19,tff,combined,ust2y,nonrept,127627,86853,,40774,-11364,,,,,953730
2007-06-26,tff,combined,ust2y,dealer,94556,249009,45644,-154453,30368,,,31,20,965797
2007-06-26,tff,combined,ust2y,asset_mgr,358379,231686,81800,126693,-80076,,,45,25,965797
2007-06-26,tff,combined,ust2y,lev_money,172723,203085,11448,-30362,65085,,,29,26,965797
2007-06-26,tff,combined,ust2y,other_rept,76030,45931,4722,30099,-2626,,,13,15,965797
2007-06-26,tff,combined,ust2y,nonrept,120496,92472,,28024,-12750,,,,,965797
2007-07-03,tff,combined,ust2y,dealer,94561,258941,55471,-164380,-9927,,,33,20,1003116
2007-07-03,tff,combined,ust2y,asset_mgr,387177,250939,78825,136238,9545,,,47,26,1003116
2007-07-03,tff,combined,ust2y,lev_money,179442,206282,11563,-26840,3522,,,27,25,1003116
2007-07-03,tff,combined,ust2y,other_rept,66401,46950,5488,19451,-10648,,,15,14,1003116
2007-07-03,tff,combined,ust2y,nonrept,124188,88658,,35530,7506,,,,,1003116
2007-07-10,tff,combined,ust2y,dealer,106010,286616,44952,-180606,-16226,,,36,21,1014298
2007-07-10,tff,combined,ust2y,asset_mgr,386035,244431,79359,141604,5366,,,47,25,1014298
2007-07-10,tff,combined,ust2y,lev_money,174654,209208,11879,-34554,-7714,,,27,27,1014298
2007-07-10,tff,combined,ust2y,other_rept,76999,35101,6556,41898,22447,,,15,16,1014298
2007-07-10,tff,combined,ust2y,nonrept,127854,96196,,31658,-3872,,,,,1014298
2007-07-17,tff,combined,ust2y,dealer,111295,294477,43643,-183182,-2576,,,33,17,1021762
2007-07-17,tff,combined,ust2y,asset_mgr,401802,236998,80039,164804,23200,,,48,24,1021762
2007-07-17,tff,combined,ust2y,lev_money,166027,224044,14844,-58017,-23463,,,33,25,1021762
2007-07-17,tff,combined,ust2y,other_rept,75860,35196,6363,40664,-1234,,,15,14,1021762
2007-07-17,tff,combined,ust2y,nonrept,121889,86157,,35732,4074,,,,,1021762
2007-07-24,tff,combined,ust2y,dealer,119476,325816,41848,-206340,-23158,,,35,17,1058818
2007-07-24,tff,combined,ust2y,asset_mgr,406853,239366,75648,167487,2683,,,48,22,1058818
2007-07-24,tff,combined,ust2y,lev_money,177845,180207,28085,-2362,55655,,,33,26,1058818
